TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished,Trajectory
36,1707145787,43.0824242,-76.1765911,134.1686808,7,1,-1
36,757675095,43.0747982,-76.172811,123.6060076,7,1,-1
36,1708706542,43.0283174,-76.0410267,999,-1,1,-1
37,1707145787,43.0822815,-76.1764863,134.0268465,7,1,-1
37,60575480,43.0490633,-76.2391103,136.8280834,9,1,-1
37,1737904745,43.0736866,-76.1719286,121.1848778,7,1,-1
37,1458493498,43.0331853,-76.1278027,133.9665183,1,1,-1
37,234184799,43.0342412,-76.1271305,133.266441,1,1,-1
37,1947862555,43.0370123,-76.1341336,128.2991412,1,1,-1
37,757675095,43.0746943,-76.1726414,123.3748572,7,1,-1
37,1708706542,43.0282963,-76.0412456,999,-1,1,-1
37,72524579,43.0355556,-76.1329525,130.3604887,1,1,-1
38,1458493498,43.0330804,-76.1276344,134.0996247,1,1,-1
38,234184799,43.0341262,-76.1269748,133.4153574,1,1,-1
38,60575480,43.0489941,-76.2389105,136.7834425,9,1,-1
38,1737904745,43.0735392,-76.1718367,120.8262525,7,1,-1
38,72524579,43.0353942,-76.1329334,130.5539163,1,1,-1
38,1708706542,43.0282751,-76.0414646,999,-1,1,-1
38,757675095,43.0745904,-76.1724718,123.1440438,7,1,-1
38,1707145787,43.0821389,-76.1763815,133.8835607,7,1,-1
38,1947862555,43.0368503,-76.1341374,128.5242237,1,1,-1
39,234184799,43.0340111,-76.1268194,999,-1,1,-1
39,1947862555,43.0366883,-76.1341411,999,-1,1,-1
39,1737904745,43.0733919,-76.1717449,134.200187,7,1,-1
39,1707145787,43.0819962,-76.1762767,133.7387958,7,1,-1
39,1458493498,43.0329753,-76.1274663,134.2317762,1,1,-1
39,60575480,43.0489249,-76.2387108,136.7396216,9,1,-1
39,1708706542,43.028254,-76.0416836,999,-1,1,-1
39,757675095,43.0744864,-76.1723023,122.9139105,7,1,-1
39,72524579,43.0352328,-76.1329143,130.7445422,1,1,-1
40,757675095,43.0743824,-76.1721328,122.6848361,7,1,-1
40,1737904745,43.0732445,-76.1716531,120.0864889,7,1,-1
40,1947862555,43.0365263,-76.1341448,128.9632894,1,1,-1
40,1458493498,43.03287,-76.1272983,134.3629769,1,1,-1
40,1707145787,43.0818535,-76.176172,133.592524,7,1,-1
40,72524579,43.0350713,-76.1328953,130.9324455,1,1,-1
40,1708706542,43.0282328,-76.0419025,999,-1,1,-1
40,234184799,43.0338959,-76.1266642,133.7088127,1,1,-1
40,60575480,43.0488557,-76.238511,999,-1,1,-1
41,2030645982,43.0280877,-76.0301106,999,-1,1,-1
41,757675095,43.0742783,-76.1719634,122.4572366,7,1,-1
41,72524579,43.0349099,-76.1328763,131.1177023,1,1,-1
41,1458493498,43.0327646,-76.1271306,999,-1,1,-1
41,60575480,43.0487864,-76.2383113,136.6545147,9,1,-1
41,1708706542,43.0282116,-76.0421215,999,-1,1,-1
41,1509440266,43.0377938,-76.1358313,127.2676822,1,2,1
41,234184799,43.0337805,-76.1265091,133.8533985,1,1,-1
41,1737904745,43.0730971,-76.1715613,119.7051563,7,1,-1
41,1707145787,43.0817108,-76.1760674,999,-1,1,-1
41,1947862555,43.0363643,-76.1341485,129.1775061,1,2,1
42,1708706542,43.0281904,-76.0423404,999,-1,1,-1
42,1509440266,43.0377005,-76.1356507,127.2676822,1,1,-1
42,60575480,43.0487171,-76.2381116,136.613266,9,1,-1
42,1947862555,43.0362023,-76.1341521,129.3883256,1,2,1
42,1737904745,43.0729496,-76.1714696,119.3161197,7,1,-1
42,757675095,43.0741742,-76.1717941,122.2315676,7,1,-1
42,1458493498,43.032659,-76.1269631,134.6225451,1,1,-1
42,72524579,43.0347485,-76.1328574,131.3003853,1,1,-1
42,2030645982,43.0280369,-76.0303203,999,-1,1,-1
42,1707145787,43.081568,-76.1759628,133.2953437,7,1,-1
42,234184799,43.0336649,-76.1263543,133.9965868,1,1,-1
43,72524579,43.034587,-76.1328384,131.4805644,1,1,-1
43,60575480,43.0486478,-76.2379119,136.5729119,9,1,-1
43,1707145787,43.0814253,-76.1758583,999,-1,1,-1
43,1509440266,43.0376071,-76.1354702,127.4107103,1,1,-1
43,1458493498,43.0325532,-76.1267958,139.883186,8,1,-1
43,757675095,43.0740701,-76.1716248,122.0083254,7,1,-1
43,1737904745,43.0728022,-76.171378,132.4026176,7,1,-1
43,2030645982,43.0279861,-76.03053,999,-1,1,-1
43,234184799,43.0335492,-76.1261997,134.1384001,1,1,-1
43,1708706542,43.0281692,-76.0425594,999,-1,1,-1
43,1947862555,43.0360403,-76.1341558,129.5958517,1,2,1
44,72524579,43.0344256,-76.1328195,131.6583067,1,1,-1
44,1708706542,43.028148,-76.0427783,999,-1,1,-1
44,1458493498,43.0324472,-76.1266287,134.8783713,1,1,-1
44,2030645982,43.0279353,-76.0307398,999,-1,1,-1
44,1737904745,43.0726547,-76.1712864,118.5150276,7,1,-1
44,234184799,43.0334333,-76.1260454,134.2788605,1,1,-1
44,1947862555,43.0358783,-76.1341595,129.8001838,1,2,1
44,1707145787,43.0812825,-76.1757538,132.9917812,7,1,-1
44,1509440266,43.0375136,-76.1352899,127.5553954,1,1,-1
44,60575480,43.0485784,-76.2377123,136.5334708,9,1,-1
44,757675095,43.0739659,-76.1714555,121.7880484,7,1,-1
45,60575480,43.048509,-76.2375126,136.4949608,9,1,-1
45,1707145787,43.0811397,-76.1756494,132.8375289,7,1,-1
45,757675095,43.0738617,-76.1712863,121.5713177,7,1,-1
45,1708706542,43.0281268,-76.0429973,999,-1,1,-1
45,72524579,43.0342642,-76.1328007,131.8336767,1,1,-1
45,234184799,43.0333173,-76.1258912,134.4179898,1,1,-1
45,1458493498,43.0323411,-76.1264618,135.0048959,1,1,-1
45,2030645982,43.0278845,-76.0309495,999,-1,1,-1
45,1509440266,43.0374199,-76.1351096,999,-1,1,-1
45,1737904745,43.0725073,-76.1711949,118.1031941,7,1,-1
45,1947862555,43.0357163,-76.1341632,130.001417,1,2,1
46,72524579,43.0341027,-76.1327818,132.0067364,1,1,-1
46,1707145787,43.0809968,-76.175545,132.6815862,7,1,-1
46,2030645982,43.0278336,-76.0311591,999,-1,1,-1
46,1737904745,43.0723598,-76.1711034,117.6841365,7,1,-1
46,1708706542,43.0281056,-76.0432162,999,-1,1,-1
46,1509440266,43.0373261,-76.1349295,127.8490467,1,1,-1
46,1458493498,43.0322348,-76.1262951,139.6023835,8,1,-1
46,1947862555,43.0355543,-76.1341668,999,-1,2,1
46,757675095,43.0737574,-76.1711171,121.3587572,7,1,-1
46,60575480,43.0484396,-76.237313,136.4574001,9,1,-1
46,234184799,43.0332011,-76.1257373,139.9145485,8,1,-1
47,1707145787,43.080854,-76.1754407,132.52392,7,1,-1
47,1737904745,43.0722122,-76.171012,117.2582291,7,1,-1
47,1509440266,43.0372321,-76.1347496,127.9976887,1,1,-1
47,234184799,43.0330847,-76.1255836,134.6923398,1,1,-1
47,2030645982,43.0277827,-76.0313688,999,-1,1,-1
47,1458493498,43.0321283,-76.1261287,135.2552003,1,1,-1
47,1708706542,43.0280844,-76.0434352,999,-1,1,-1
47,60575480,43.0483702,-76.2371134,136.4208065,9,1,-1
47,72524579,43.0339413,-76.132763,132.1775453,1,1,-1
47,757675095,43.0736531,-76.170948,121.1510327,7,1,-1
47,1947862555,43.0353923,-76.1341705,130.3949461,1,2,1
48,1707145787,43.0807111,-76.1753365,132.3644961,7,1,-1
48,72524579,43.0337799,-76.1327443,132.3461608,1,1,-1
48,1509440266,43.037138,-76.1345698,128.1473387,1,1,-1
48,1708706542,43.0280631,-76.0436541,999,-1,1,-1
48,757675095,43.0735487,-76.170779,120.9488508,7,1,-1
48,234184799,43.0329682,-76.1254301,134.8276021,1,1,-1
48,2030645982,43.0277318,-76.0315785,999,-1,1,-1
48,1458493498,43.0320217,-76.1259624,139.4117595,8,1,-1
48,1737904745,43.0720647,-76.1709207,129.9603309,7,1,-1
48,60575480,43.0483007,-76.2369138,999,-1,1,-1
48,1947862555,43.0352303,-76.1341741,130.5874126,1,2,1
49,757675095,43.0734443,-76.17061,134.5417813,7,1,-1
49,1708706542,43.0280419,-76.043873,999,-1,1,-1
49,234184799,43.0328515,-76.1252768,134.9616164,1,1,-1
49,1458493498,43.0319148,-76.1257964,135.5018906,1,1,-1
49,1509440266,43.0370438,-76.1343901,128.2978548,1,1,-1
49,1707145787,43.0805682,-76.1752323,999,-1,1,-1
49,60575480,43.0482312,-76.2367142,136.3505911,9,1,-1
49,1947862555,43.0350683,-76.1341778,130.7771213,1,2,1
49,72524579,43.0336184,-76.1327255,999,-1,1,-1
49,2030645982,43.0276809,-76.0317881,999,-1,1,-1
49,1737904745,43.0719172,-76.1708294,116.3881544,7,1,-1
50,1509440266,43.0369495,-76.1342105,128.4491025,1,1,-1
50,1737904745,43.0717696,-76.1707381,115.9456349,7,1,-1
50,72524579,43.033457,-76.1327068,132.6770302,1,1,-1
50,2030645982,43.0276299,-76.0319978,999,-1,1,-1
50,1947862555,43.0349063,-76.1341814,130.964149,1,2,1
50,1708706542,43.0280206,-76.044092,999,-1,1,-1
50,1458493498,43.0318078,-76.1256306,135.6238982,1,1,-1
50,757675095,43.0733399,-76.170441,120.5641247,7,1,-1
50,1707145787,43.0804253,-76.1751281,132.0402353,7,1,-1
50,60575480,43.0481617,-76.2365147,136.3170038,9,1,-1
50,234184799,43.0327347,-76.1251238,135.0944026,1,1,-1
51,998966060,43.0457142,-76.2545534,999,-1,1,-1
51,757675095,43.0732354,-76.1702721,120.3831654,7,1,-1
51,2030645982,43.0275789,-76.0322074,999,-1,1,-1
51,1509440266,43.036855,-76.1340311,128.6009553,1,1,-1
51,60575480,43.0480921,-76.2363152,136.2844526,9,1,-1
51,528871576,43.0794893,-76.1813403,132.7808752,7,1,-1
51,1707145787,43.0802824,-76.175024,131.8753261,7,1,-1
51,1947862555,43.0347443,-76.1341851,131.1485692,1,2,1
51,1708706542,43.0279994,-76.0443109,999,-1,1,-1
51,799714932,43.0378408,-76.1351074,999,-1,1,-1
51,1737904745,43.071622,-76.170647,115.4996457,7,1,-1
51,1458493498,43.0317006,-76.125465,135.7450242,1,1,-1
51,234184799,43.0326177,-76.1249711,135.2259802,1,1,-1
51,72524579,43.0332955,-76.1326882,132.8393884,1,1,-1
52,60575480,43.0480226,-76.2361157,136.2529541,9,1,-1
52,72524579,43.0331341,-76.1326695,132.9997621,1,1,-1
52,1458493498,43.0315932,-76.1252996,135.865276,1,1,-1
52,234184799,43.0325005,-76.1248185,135.3563683,1,1,-1
52,1947862555,43.0345823,-76.1341887,131.3304525,1,2,1
52,998966060,43.0456866,-76.2543357,999,-1,1,-1
52,799714932,43.0376853,-76.1350452,127.217896,1,1,-1
52,528871576,43.0793284,-76.1813658,132.6514366,7,1,-1
52,1707145787,43.0801394,-76.17492,999,-1,1,-1
52,757675095,43.0731308,-76.1701033,120.2109059,7,1,-1
52,2030645982,43.0275279,-76.032417,999,-1,1,-1
52,1509440266,43.0367603,-76.1338518,128.7532938,1,1,-1
52,1708706542,43.0279781,-76.0445299,999,-1,1,-1
52,1737904745,43.0714744,-76.1705558,115.0517141,7,1,-1
53,1707145787,43.0799964,-76.174816,131.5397638,7,1,-1
53,2030645982,43.0274768,-76.0326266,999,-1,1,-1
53,1947862555,43.0344203,-76.1341923,131.5098668,1,2,1
53,1708706542,43.0279568,-76.0447488,999,-1,1,-1
53,757675095,43.0730262,-76.1699345,120.048189,7,1,-1
53,72524579,43.0329726,-76.1326509,133.1581988,1,1,-1
53,60575480,43.0479529,-76.2359162,999,-1,1,-1
53,799714932,43.0375298,-76.1349831,999,-1,1,-1
53,528871576,43.0791675,-76.1813913,132.5214797,7,1,-1
53,1737904745,43.0713267,-76.1704648,127.3677022,7,1,-1
53,1458493498,43.0314856,-76.1251344,135.9846614,1,1,-1
53,998966060,43.0456589,-76.2541181,999,-1,1,-1
53,234184799,43.0323832,-76.1246662,135.4855856,1,1,-1
53,1509440266,43.0366655,-76.1336727,128.906006,1,1,-1
54,234184799,43.0322656,-76.1245142,135.6136507,1,1,-1
54,528871576,43.0790065,-76.1814168,132.3910259,7,1,-1
54,757675095,43.0729216,-76.1697657,119.8958615,7,1,-1
54,799714932,43.0373743,-76.134921,127.6955911,1,1,-1
54,998966060,43.0456313,-76.2539004,999,-1,1,-1
54,1458493498,43.0313778,-76.1249695,136.1031881,1,1,-1
54,72524579,43.0328112,-76.1326323,133.3147445,1,1,-1
54,1707145787,43.0798534,-76.1747121,131.3690333,7,1,-1
54,1947862555,43.0342583,-76.1341959,131.6868774,1,2,1
54,2030645982,43.0274258,-76.0328362,999,-1,1,-1
54,1509440266,43.0365706,-76.1334937,129.0589868,1,1,-1
54,1737904745,43.0711791,-76.1703738,114.1580781,7,1,-1
54,60575480,43.0478833,-76.2357167,136.1931794,9,1,-1
54,1708706542,43.0279355,-76.0449677,999,-1,1,-1
55,1947862555,43.0340963,-76.1341996,131.8615467,1,2,1
55,1708706542,43.0279142,-76.0451867,999,-1,1,-1
55,1737904745,43.0710314,-76.1702828,113.7175496,7,1,-1
55,72524579,43.0326497,-76.1326138,133.4694435,1,1,-1
55,234184799,43.032148,-76.1243624,135.7405816,1,1,-1
55,2030645982,43.0273747,-76.0330457,999,-1,1,-1
55,1458493498,43.0312698,-76.1248049,136.220864,1,1,-1
55,998966060,43.0456036,-76.2536827,999,-1,1,-1
55,1707145787,43.0797104,-76.1746082,131.1962837,7,1,-1
55,1509440266,43.0364755,-76.1333148,999,-1,1,-1
55,528871576,43.0788456,-76.1814423,132.2600982,7,1,-1
55,757675095,43.0728169,-76.169597,119.7547633,7,1,-1
55,799714932,43.0372188,-76.1348591,127.9283691,1,1,-1
55,60575480,43.0478136,-76.2355172,136.1649345,9,1,-1
56,1707145787,43.0795674,-76.1745044,131.0214741,7,1,-1
56,60575480,43.047744,-76.2353178,136.1378045,9,1,-1
56,2030645982,43.0273235,-76.0332553,999,-1,1,-1
56,757675095,43.0727122,-76.1694284,119.6257156,7,1,-1
56,1708706542,43.0278929,-76.0454056,999,-1,1,-1
56,72524579,43.0324883,-76.1325953,133.6223385,1,1,-1
56,234184799,43.0320301,-76.1242108,135.866396,1,1,-1
56,1458493498,43.0311617,-76.1246404,136.3376971,1,1,-1
56,1737904745,43.0708837,-76.1701919,113.2855424,7,1,-1
56,799714932,43.0370633,-76.1347973,128.1572695,1,1,-1
56,1947862555,43.0339343,-76.1342032,999,-1,2,1
56,1509440266,43.0363803,-76.1331361,129.3653663,1,1,-1
56,998966060,43.0455759,-76.2534651,999,-1,1,-1
56,528871576,43.0786846,-76.1814678,999,-1,1,-1
57,1737904745,43.070736,-76.1701011,112.8660266,7,1,-1
57,72524579,43.0323268,-76.1325768,133.7734709,1,1,-1
57,1458493498,43.0310533,-76.1244762,136.4536954,1,1,-1
57,1947862555,43.0337723,-76.1342068,132.204101,1,2,1
57,60575480,43.0476742,-76.2351184,136.1118042,9,1,-1
57,757675095,43.0726074,-76.1692598,119.5095072,7,1,-1
57,998966060,43.0455482,-76.2532474,999,-1,1,-1
57,1707145787,43.0794243,-76.1744007,130.844563,7,1,-1
57,1509440266,43.0362849,-76.1329576,129.518587,1,1,-1
57,2030645982,43.0272724,-76.0334648,999,-1,1,-1
57,234184799,43.0319121,-76.1240595,135.9911113,1,1,-1
57,528871576,43.0785237,-76.1814932,131.9969235,7,1,-1
57,799714932,43.0369077,-76.1347355,128.382412,1,1,-1
