TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished,Trajectory
198,923988192,43.0458935,-76.2132994,135.7292677,9,1,-1
198,1424164685,43.0276187,-76.1590271,999,-1,1,-1
198,203254937,43.069118,-76.1690839,110.5122005,7,1,-1
198,2008179199,43.0212476,-76.1255603,134.0740166,8,1,-1
198,757675095,43.0573194,-76.1461135,133.3374111,1,1,-1
198,799714932,43.0147729,-76.1270577,133.7277974,8,1,-1
198,1053069655,43.0470106,-76.2092402,135.9978637,9,1,-1
198,724554501,43.0440187,-76.2238985,136.3893424,9,1,-1
198,1947862555,43.0109289,-76.1346439,133.1738449,0,2,1
198,528871576,43.0558115,-76.1848521,135.1548993,7,1,-1
198,1737904745,43.0497082,-76.1579294,136.0610955,1,1,-1
198,1259606363,43.0336558,-76.1279009,133.5429864,1,1,-1
198,2038277750,43.0311165,-76.12373,136.6127519,1,1,-1
198,127265642,43.0440561,-76.1060048,131.2691212,5,1,-1
198,209603302,43.0741428,-76.1727538,122.2863971,7,1,-1
198,38604237,43.0497847,-76.1201809,131.6043061,1,1,-1
198,519169945,43.0257416,-76.11253,130.9713948,8,1,-1
198,1712600425,43.0676754,-76.1703577,104.3134757,7,2,1
198,2017403124,43.0758692,-76.1766678,126.8078002,7,1,-1
198,1691499641,43.0766097,-76.1482609,999,-1,1,-1
198,1707145787,43.0590239,-76.1603811,132.5237195,7,1,-1
198,748676519,43.0306543,-76.058246,139.9442463,2,1,-1
198,2030645982,43.0197392,-76.0628594,999,-1,1,-1
198,1599347416,43.0600231,-76.1786541,128.7888277,7,1,-1
198,2100319622,43.0324442,-76.1460215,135.202507,1,1,-1
198,373889326,43.0244265,-76.054537,999,-1,1,-1
198,1708706542,43.0247739,-76.0764756,135.9513304,2,1,-1
198,60575480,43.037523,-76.2072166,999,-1,1,-1
198,212808922,43.0421469,-76.1215759,130.7823972,1,1,-1
198,72524579,43.009539,-76.1303768,130.8159337,0,1,-1
198,1917919405,43.0675438,-76.1565612,131.1229085,7,1,-1
198,1073997727,43.0359497,-76.1320461,130.0713015,1,1,-1
198,1062290486,43.0494352,-76.2544832,999,-1,1,-1
199,1707145787,43.0588775,-76.1602864,139.709937,1,1,-1
199,1712600425,43.0675715,-76.1701881,105.6683378,7,2,1
199,1062290486,43.0493798,-76.2542756,999,-1,1,-1
199,38604237,43.0499272,-76.1200758,131.730036,1,1,-1
199,1947862555,43.0107668,-76.1346464,133.0276717,0,2,1
199,2017403124,43.0757287,-76.1765576,126.5493315,7,1,-1
199,724554501,43.0439462,-76.223701,136.432549,9,1,-1
199,60575480,43.0374484,-76.2070205,136.1960593,4,1,-1
199,212808922,43.0422394,-76.1213945,138.8973105,5,1,-1
199,2030645982,43.0196832,-76.0630666,999,-1,1,-1
199,373889326,43.0244047,-76.0547559,999,-1,1,-1
199,1073997727,43.0357912,-76.1320006,999,-1,1,-1
199,998966060,43.0414932,-76.2223702,134.9750719,4,1,-1
199,111042374,43.0719068,-76.1667036,121.2110489,7,1,-1
199,519169945,43.0256245,-76.1123773,130.8035157,8,1,-1
199,757675095,43.0572069,-76.1459546,133.1836907,1,1,-1
199,748676519,43.0305934,-76.0584507,139.8784964,2,1,-1
199,1244504141,43.0406047,-76.127072,127.3666855,1,1,-1
199,1424164685,43.0275447,-76.1592236,999,-1,1,-1
199,2038277750,43.0310057,-76.1235689,136.7283513,1,1,-1
199,1826034804,43.02352,-76.059392,999,-1,1,-1
199,923988192,43.0458548,-76.2130849,139.2144276,4,1,-1
199,1708706542,43.0247512,-76.0766943,135.9124753,2,1,-1
199,1053069655,43.0469682,-76.209027,136.0913329,9,1,-1
199,2100319622,43.0323775,-76.1462228,135.3093729,1,1,-1
199,127265642,43.0441225,-76.1058033,131.1209724,5,1,-1
199,72524579,43.0093772,-76.130365,136.5063573,8,1,-1
199,2008179199,43.0210902,-76.125508,133.9795987,8,1,-1
199,1259606363,43.0335588,-76.127724,133.6767149,1,1,-1
199,1599347416,43.0598624,-76.1786822,999,-1,1,-1
199,203254937,43.0689855,-76.1689567,110.7960509,7,1,-1
199,17496181,43.0255759,-76.1161527,131.987734,8,1,-1
199,1917919405,43.067427,-76.1564079,131.2605361,7,1,-1
199,209603302,43.0739957,-76.1726614,121.9411936,7,1,-1
199,799714932,43.0146143,-76.1270123,133.6990143,8,1,-1
199,1728781563,43.077105,-76.177639,128.8671686,7,1,-1
199,1737904745,43.0495576,-76.1578481,135.9906488,1,1,-1
199,1691499641,43.0765768,-76.1480445,132.0813405,3,1,-1
199,410348847,43.0493694,-76.2425544,138.0764171,9,1,-1
199,528871576,43.0556503,-76.1848742,135.2712987,7,1,-1
200,1599347416,43.0597017,-76.1787103,129.1934699,7,1,-1
200,1424164685,43.0274706,-76.15942,999,-1,1,-1
200,1062290486,43.0493244,-76.254068,999,-1,1,-1
200,2038277750,43.0308946,-76.1234081,136.8430789,1,1,-1
200,1691499641,43.0765439,-76.147828,131.9085585,3,1,-1
200,1053069655,43.0469259,-76.2088137,136.1846972,9,1,-1
200,923988192,43.045816,-76.2128704,135.8790358,9,1,-1
200,1708706542,43.0247285,-76.0769129,135.8746598,2,1,-1
200,748676519,43.0305324,-76.0586553,139.8127851,2,1,-1
200,38604237,43.0500698,-76.1199709,131.8555827,1,1,-1
200,1737904745,43.0494069,-76.1577668,135.9207279,1,1,-1
200,127265642,43.0441892,-76.105602,130.9718975,5,1,-1
200,2008179199,43.0209327,-76.1254558,133.8855914,8,1,-1
200,17496181,43.0254458,-76.1160212,131.8150324,8,1,-1
200,410348847,43.0493339,-76.2423388,138.0061872,9,1,-1
200,724554501,43.0438736,-76.2235035,136.4766494,9,1,-1
200,528871576,43.0554891,-76.1848962,135.3870091,7,1,-1
200,1917919405,43.0673102,-76.1562548,131.3977771,7,1,-1
200,209603302,43.0738485,-76.172569,121.5879722,7,1,-1
200,373889326,43.0243829,-76.0549747,999,-1,1,-1
200,1728781563,43.0770015,-76.177469,128.6671152,7,1,-1
200,2030645982,43.0196271,-76.0632737,999,-1,1,-1
200,203254937,43.0688529,-76.1688297,111.1244944,7,1,-1
200,1712600425,43.0674677,-76.1700185,106.898234,7,2,1
200,60575480,43.0373739,-76.2068244,136.24041,4,1,-1
200,2017403124,43.0755883,-76.1764475,126.2856847,7,1,-1
200,212808922,43.042332,-76.1212133,130.9902766,1,1,-1
200,72524579,43.0092154,-76.1303531,130.4347653,0,1,-1
200,519169945,43.0255068,-76.1122255,130.6335674,8,1,-1
200,1826034804,43.0234689,-76.0596016,999,-1,1,-1
200,2100319622,43.0323108,-76.146424,135.4159052,1,1,-1
200,757675095,43.0570942,-76.1457958,133.0281938,1,1,-1
200,111042374,43.0717622,-76.1666039,121.1157951,7,1,-1
200,998966060,43.0414637,-76.222153,134.9617044,4,1,-1
200,1244504141,43.0407293,-76.1269308,127.3562997,1,1,-1
200,1947862555,43.0106048,-76.1346488,132.880142,0,2,1
200,1073997727,43.0356326,-76.1319553,999,-1,1,-1
200,1707145787,43.058731,-76.1601918,999,-1,1,-1
200,799714932,43.0144557,-76.1269671,133.6719896,8,1,-1
200,1259606363,43.0334617,-76.1275472,133.8095761,1,1,-1
201,748676519,43.0304713,-76.0588599,139.7471204,2,1,-1
201,373889326,43.0243611,-76.0551935,999,-1,1,-1
201,519169945,43.0253886,-76.1120745,130.4614908,8,1,-1
201,111042374,43.0716176,-76.1665043,121.0313584,7,1,-1
201,60575480,43.0372993,-76.2066284,136.2856158,4,1,-1
201,1707145787,43.0585846,-76.1600973,132.9912554,7,1,-1
201,1728781563,43.0768979,-76.1772991,128.4646352,7,1,-1
201,185673337,43.0369763,-76.1346249,128.3781041,1,1,-1
201,410348847,43.0492984,-76.2421233,137.936121,9,1,-1
201,2038277750,43.0307834,-76.1232475,136.9569452,1,1,-1
201,1947862555,43.0104428,-76.1346513,132.7312389,0,2,1
201,2008179199,43.0207752,-76.1254039,133.7920332,8,1,-1
201,127265642,43.0442561,-76.1054008,130.8219091,5,1,-1
201,1599347416,43.059541,-76.1787384,129.3918562,7,1,-1
201,17496181,43.0253153,-76.1158902,131.639984,8,1,-1
201,1737904745,43.0492562,-76.1576856,135.8513584,1,1,-1
201,1712600425,43.0673638,-76.1698489,108.0238749,7,2,1
201,1691499641,43.0765109,-76.1476116,138.1745409,7,1,-1
201,1826034804,43.0234177,-76.0598111,999,-1,1,-1
201,923988192,43.0457772,-76.2126559,135.9545414,9,1,-1
201,1975941981,43.0468046,-76.2514461,999,-1,1,-1
201,72524579,43.0090536,-76.1303414,130.2399947,0,1,-1
201,1708706542,43.0247057,-76.0771316,135.8379033,2,1,-1
201,528871576,43.0553279,-76.1849182,135.5020307,7,1,-1
201,724554501,43.0438009,-76.2233061,136.5216235,9,1,-1
201,1424164685,43.0273964,-76.1596163,999,-1,1,-1
201,203254937,43.0687203,-76.1687026,111.4905195,7,1,-1
201,1259606363,43.0333644,-76.1273706,999,-1,1,-1
201,2017403124,43.0754478,-76.1763374,126.0166503,7,1,-1
201,38604237,43.0502125,-76.1198663,131.9809101,1,1,-1
201,1244504141,43.0408541,-76.1267898,127.3503089,1,1,-1
201,1062290486,43.049269,-76.2538604,999,-1,1,-1
201,2030645982,43.019571,-76.0634809,999,-1,1,-1
201,2100319622,43.0322439,-76.1466253,135.522092,1,1,-1
201,1917919405,43.0671934,-76.1561016,131.534596,7,1,-1
201,799714932,43.0142971,-76.126922,133.6467466,8,1,-1
201,212808922,43.0424248,-76.1210322,131.0954886,1,1,-1
201,209603302,43.0737013,-76.1724767,121.226444,7,1,-1
201,1053069655,43.0468835,-76.2086005,999,-1,1,-1
201,998966060,43.0414341,-76.2219358,134.9497541,4,1,-1
201,1073997727,43.035474,-76.13191,130.6581474,1,1,-1
201,757675095,43.0569815,-76.145637,132.8708803,1,1,-1
202,519169945,43.0252696,-76.1119245,130.2872234,8,1,-1
202,1424164685,43.0273221,-76.1598126,999,-1,1,-1
202,1826034804,43.0233664,-76.0600206,999,-1,1,-1
202,410348847,43.0492628,-76.2419077,137.8662321,9,1,-1
202,212808922,43.0425178,-76.1208513,131.2014582,1,1,-1
202,2008179199,43.0206177,-76.125352,133.6989642,8,1,-1
202,1947862555,43.0102808,-76.1346537,132.5809452,0,2,1
202,373889326,43.0243392,-76.0554123,999,-1,1,-1
202,38604237,43.0503553,-76.1197618,132.1059841,1,1,-1
202,1053069655,43.0468411,-76.2083873,999,-1,1,-1
202,2017403124,43.0753072,-76.1762273,125.7420061,7,1,-1
202,528871576,43.0551666,-76.1849402,135.6163641,7,1,-1
202,185673337,43.0368868,-76.1344408,128.518777,1,1,-1
202,1917919405,43.0670765,-76.1559486,131.6709598,7,1,-1
202,1259606363,43.0332669,-76.1271942,134.0726914,1,1,-1
202,757675095,43.0568687,-76.1454784,132.7117091,1,1,-1
202,1707145787,43.0584381,-76.1600029,133.1437428,7,1,-1
202,748676519,43.0304103,-76.0590644,139.6815106,2,1,-1
202,1737904745,43.0491055,-76.1576045,135.7825662,1,1,-1
202,1691499641,43.076478,-76.1473952,131.5559672,3,1,-1
202,203254937,43.0685877,-76.1685757,111.8872527,7,1,-1
202,1062290486,43.0492136,-76.2536528,999,-1,1,-1
202,1728781563,43.0767942,-76.1771292,128.2596962,7,1,-1
202,1073997727,43.0353154,-76.1318647,130.8480404,1,1,-1
202,799714932,43.0141385,-76.1268771,133.6233074,8,1,-1
202,724554501,43.0437283,-76.2231086,136.5674513,9,1,-1
202,2100319622,43.0321771,-76.1468264,135.6279226,1,1,-1
202,127265642,43.0443232,-76.1051997,130.6710215,5,1,-1
202,923988192,43.0457384,-76.2124414,136.0304294,9,1,-1
202,1712600425,43.0672598,-76.1696794,109.0613006,7,2,1
202,209603302,43.073554,-76.1723844,120.8563153,7,1,-1
202,998966060,43.0414046,-76.2217187,134.939229,4,1,-1
202,1244504141,43.0409789,-76.126649,127.3487234,1,1,-1
202,72524579,43.0088918,-76.1303297,130.042325,0,1,-1
202,1975941981,43.0467479,-76.2512391,999,-1,1,-1
202,2038277750,43.030672,-76.1230872,137.0699607,1,1,-1
202,1708706542,43.024683,-76.0773502,135.8022252,2,1,-1
202,2030645982,43.0195148,-76.063688,999,-1,1,-1
202,60575480,43.0372246,-76.2064323,136.3316569,4,1,-1
202,111042374,43.0714729,-76.1664047,120.9581816,7,1,-1
202,17496181,43.0251846,-76.1157598,131.4625238,8,1,-1
202,1599347416,43.0593802,-76.1787664,129.5876885,7,1,-1
203,203254937,43.0684551,-76.1684488,112.3082374,7,1,-1
203,373889326,43.0243174,-76.0556311,999,-1,1,-1
203,1073997727,43.0351568,-76.1318196,131.0352092,1,1,-1
203,1691499641,43.0764449,-76.1471789,131.3760289,3,1,-1
203,38604237,43.0504982,-76.1196577,132.230773,1,1,-1
203,2030645982,43.0194585,-76.0638951,999,-1,1,-1
203,1708706542,43.0246603,-76.0775689,135.7676444,2,1,-1
203,1826034804,43.0233151,-76.06023,999,-1,1,-1
203,1737904745,43.0489547,-76.1575235,135.7143778,1,1,-1
203,748676519,43.0303491,-76.059269,139.6159641,2,1,-1
203,1424164685,43.0272477,-76.1600088,999,-1,1,-1
203,998966060,43.0413751,-76.2215015,134.930136,4,1,-1
203,923988192,43.0456996,-76.2122269,136.1066767,9,1,-1
203,1728781563,43.0766905,-76.1769593,128.0522675,7,1,-1
203,799714932,43.0139798,-76.1268324,135.0488591,0,1,-1
203,127265642,43.0443906,-76.1049988,130.5192514,5,1,-1
203,519169945,43.0251501,-76.1117755,999,-1,1,-1
203,1947862555,43.0101188,-76.1346562,132.4292442,0,2,1
203,1062290486,43.0491581,-76.2534452,999,-1,1,-1
203,17496181,43.0250536,-76.1156299,131.282584,8,1,-1
203,60575480,43.0371499,-76.2062363,136.3785135,4,1,-1
203,528871576,43.0550054,-76.1849622,135.7300104,7,1,-1
203,1259606363,43.0331693,-76.1270179,134.2029446,1,1,-1
203,2017403124,43.0751667,-76.1761174,125.4615161,7,1,-1
203,111042374,43.0713283,-76.1663051,120.8966593,7,1,-1
203,2008179199,43.0204602,-76.1253004,133.6064259,8,1,-1
203,1707145787,43.0582916,-76.1599085,133.2946047,7,1,-1
203,212808922,43.0426109,-76.1206705,131.3081205,1,1,-1
203,1599347416,43.0592195,-76.1787944,129.7810177,7,1,-1
203,209603302,43.0734068,-76.1722922,120.4772902,7,1,-1
203,757675095,43.0567558,-76.1453199,132.5506372,1,1,-1
203,1712600425,43.0671558,-76.16951,122.0236916,7,2,1
203,1975941981,43.0466913,-76.2510322,999,-1,1,-1
203,410348847,43.0492273,-76.2416922,137.7965346,9,1,-1
203,1917919405,43.0669596,-76.1557957,131.8068382,7,1,-1
203,1053069655,43.0467987,-76.2081741,136.4640208,9,1,-1
203,185673337,43.0367972,-76.1342567,128.6604581,1,1,-1
203,2038277750,43.0305603,-76.1229271,137.1821356,1,1,-1
203,724554501,43.0436556,-76.2229112,136.6141129,9,1,-1
203,2100319622,43.0321101,-76.1470275,135.7333867,1,1,-1
203,1244504141,43.0411039,-76.1265084,127.3515447,1,1,-1
203,72524579,43.00873,-76.1303181,129.8416704,0,1,-1
204,2038277750,43.0304485,-76.1227673,137.2934801,1,1,-1
204,724554501,43.0435828,-76.2227138,136.6542331,4,1,-1
204,1691499641,43.0764119,-76.1469625,131.1935716,3,1,-1
204,1062290486,43.0491027,-76.2532376,999,-1,1,-1
204,1826034804,43.0232638,-76.0604395,999,-1,1,-1
204,2100319622,43.0320431,-76.1472286,135.8384749,1,1,-1
204,1599347416,43.0590588,-76.1788223,129.9718941,7,1,-1
204,410348847,43.0491917,-76.2414766,137.7270429,9,1,-1
204,373889326,43.0242955,-76.0558499,999,-1,1,-1
204,1073997727,43.0349982,-76.1317745,131.2197306,1,1,-1
204,203254937,43.0683224,-76.168322,112.7476138,7,1,-1
204,1424164685,43.0271732,-76.1602049,999,-1,1,-1
204,1917919405,43.0668426,-76.1556428,131.9422032,7,1,-1
204,519169945,43.0250298,-76.1116275,999,-1,1,-1
204,923988192,43.0456608,-76.2120124,136.1832605,9,1,-1
204,212808922,43.0427041,-76.1204898,131.4154129,1,1,-1
204,2008179199,43.0203026,-76.1252489,133.514461,8,1,-1
204,1728781563,43.0765868,-76.1767895,127.8423202,7,1,-1
204,1947862555,43.0099568,-76.1346586,138.4957442,8,2,1
204,1707145787,43.058145,-76.1598142,133.4438719,7,1,-1
204,185673337,43.0367074,-76.1340728,128.80302,1,1,-1
204,998966060,43.0413455,-76.2212843,134.922481,4,1,-1
204,38604237,43.0506412,-76.1195538,132.3552471,1,1,-1
204,748676519,43.030288,-76.0594735,139.5504898,2,1,-1
204,72524579,43.0085682,-76.1303066,129.6379416,0,1,-1
204,1244504141,43.041229,-76.126368,127.3587653,1,1,-1
204,111042374,43.0711836,-76.1662057,120.8471315,7,1,-1
204,1708706542,43.0246375,-76.0777875,135.7341796,2,1,-1
204,60575480,43.0370752,-76.2060403,136.4261655,4,1,-1
204,1737904745,43.048804,-76.1574426,135.6468201,1,1,-1
204,1259606363,43.0330715,-76.1268418,134.3323291,1,1,-1
204,528871576,43.0548442,-76.1849841,999,-1,1,-1
204,17496181,43.0249222,-76.1155005,131.1000941,8,1,-1
204,1712600425,43.0670517,-76.1693406,110.91961,7,2,1
204,757675095,43.0566429,-76.1451614,132.3876206,1,1,-1
204,127265642,43.0444582,-76.104798,130.3666171,5,1,-1
204,1053069655,43.0467563,-76.2079609,136.5568289,9,1,-1
204,799714932,43.0138211,-76.1267879,133.5819217,8,1,-1
204,1975941981,43.0466346,-76.2508252,999,-1,1,-1
204,209603302,43.0732595,-76.1722001,133.7672521,7,1,-1
204,2017403124,43.0750261,-76.1760075,125.1749292,7,1,-1
204,2030645982,43.0194023,-76.0641022,999,-1,1,-1
205,998966060,43.0413159,-76.2210671,134.9162691,4,1,-1
205,17496181,43.0247906,-76.1153717,999,-1,1,-1
205,1073997727,43.0348396,-76.1317295,131.4016785,1,1,-1
205,38604237,43.0507842,-76.1194501,132.4793785,1,1,-1
205,60575480,43.0370004,-76.2058444,136.4745931,4,1,-1
205,1259606363,43.0329735,-76.1266659,134.4608459,1,1,-1
205,1737904745,43.0486532,-76.1573617,135.5799207,1,1,-1
205,1826034804,43.0232124,-76.0606489,999,-1,1,-1
205,209603302,43.0731122,-76.172108,119.6913744,7,1,-1
205,519169945,43.0249089,-76.1114805,129.7505943,8,1,-1
205,373889326,43.0242736,-76.0560688,999,-1,1,-1
205,1691499641,43.0763788,-76.1467461,131.0085239,3,1,-1
205,1728781563,43.076483,-76.1766198,127.6298274,7,1,-1
205,111042374,43.0710389,-76.1661063,120.8098774,7,1,-1
205,1975941981,43.0465778,-76.2506183,999,-1,1,-1
205,923988192,43.0456219,-76.211798,136.2601589,9,1,-1
205,410348847,43.0491561,-76.2412611,137.6577715,9,1,-1
205,1062290486,43.0490472,-76.2530301,999,-1,1,-1
205,2017403124,43.0748855,-76.1758976,124.8819779,7,1,-1
205,1244504141,43.0413542,-76.1262278,127.3703686,1,1,-1
205,799714932,43.0136624,-76.1267435,133.5640126,8,1,-1
205,1599347416,43.0588981,-76.1788503,130.1603674,7,1,-1
205,1917919405,43.0667255,-76.1554899,132.077029,7,1,-1
205,528871576,43.054683,-76.185006,135.9552468,7,1,-1
205,1708706542,43.0246147,-76.0780062,135.7018489,2,1,-1
205,1947862555,43.0097947,-76.134661,132.1215538,0,2,1
205,212808922,43.0427975,-76.1203093,131.5232751,1,1,-1
205,1712600425,43.0669476,-76.1691713,111.7588879,7,2,1
205,72524579,43.0084064,-76.1302952,129.431045,0,1,-1
205,1053069655,43.0467138,-76.2077477,136.6494668,9,1,-1
205,724554501,43.04351,-76.2225164,136.6066078,4,1,-1
205,2038277750,43.0303365,-76.1226077,137.4040043,1,1,-1
205,1424164685,43.0270987,-76.160401,999,-1,1,-1
205,2100319622,43.031976,-76.1474297,999,-1,1,-1
205,203254937,43.0681897,-76.1681952,125.7302483,7,1,-1
205,757675095,43.0565299,-76.1450031,132.2226136,1,1,-1
205,2030645982,43.019346,-76.0643092,999,-1,1,-1
205,748676519,43.0302268,-76.059678,139.4850965,2,1,-1
205,2008179199,43.0201451,-76.1251975,133.4231137,8,1,-1
205,127265642,43.044526,-76.1045974,130.2131396,5,1,-1
205,185673337,43.0366176,-76.133889,128.9463417,1,1,-1
205,1707145787,43.0579985,-76.15972,133.5915745,7,1,-1
206,528871576,43.0545217,-76.1850279,999,-1,1,-1
206,127265642,43.044594,-76.1043969,130.0588423,5,1,-1
206,2038277750,43.0302242,-76.1224484,137.4786349,8,1,-1
206,1947862555,43.0096327,-76.1346634,131.9655318,0,2,1
206,60575480,43.0369256,-76.2056484,136.5237765,4,1,-1
206,410348847,43.0491205,-76.2410456,137.5887357,9,1,-1
206,203254937,43.0680569,-76.1680685,113.6615816,7,1,-1
206,1737904745,43.0485024,-76.1572809,135.5137073,1,1,-1
206,1599347416,43.0587373,-76.1788782,130.346486,7,1,-1
206,373889326,43.0242517,-76.0562876,999,-1,1,-1
206,1259606363,43.0328754,-76.1264902,134.5884971,1,1,-1
206,1707145787,43.0578519,-76.1596259,139.1184619,1,1,-1
206,2030645982,43.0192896,-76.0645162,999,-1,1,-1
206,923988192,43.045583,-76.2115835,136.3373505,9,1,-1
206,111042374,43.0708941,-76.1660069,120.7851102,7,1,-1
206,998966060,43.0412863,-76.2208499,134.9115043,4,1,-1
206,1062290486,43.0489917,-76.2528225,999,-1,1,-1
206,2100319622,43.0319088,-76.1476307,136.0474891,1,1,-1
206,519169945,43.0247872,-76.1113347,129.5668599,8,1,-1
206,757675095,43.0564169,-76.1448448,132.055569,1,1,-1
206,2017403124,43.0747449,-76.1757878,124.5823772,7,1,-1
206,17496181,43.0246587,-76.1152435,130.7271658,8,1,-1
206,1712600425,43.0668435,-76.169002,124.9690923,7,2,1
206,209603302,43.0729649,-76.172016,119.2839137,7,1,-1
206,1826034804,43.023161,-76.0608583,999,-1,1,-1
206,1244504141,43.0414795,-76.1260877,127.3863295,1,1,-1
206,1917919405,43.0666084,-76.1553372,132.2112918,7,1,-1
206,1975941981,43.0465211,-76.2504114,999,-1,1,-1
206,1708706542,43.024592,-76.0782248,135.6706703,2,1,-1
206,1073997727,43.034681,-76.1316846,131.5811235,1,1,-1
206,748676519,43.0301655,-76.0598825,139.4197936,2,1,-1
206,1053069655,43.0466713,-76.2075345,136.7419235,9,1,-1
206,212808922,43.042891,-76.1201289,131.6316493,1,1,-1
206,724554501,43.0434372,-76.2223191,136.5597442,4,1,-1
206,2008179199,43.0199874,-76.1251463,133.3324294,8,1,-1
206,799714932,43.0135036,-76.1266993,133.5479818,8,1,-1
206,38604237,43.0509274,-76.1193466,132.6031413,1,1,-1
206,1424164685,43.0270241,-76.160597,999,-1,1,-1
206,1728781563,43.0763792,-76.1764501,127.414765,7,1,-1
206,1691499641,43.0763457,-76.1465298,130.8208111,3,1,-1
206,185673337,43.0365276,-76.1337053,129.0903086,1,1,-1
206,72524579,43.0082446,-76.1302838,129.2208833,0,1,-1
207,410348847,43.0490849,-76.2408301,137.519951,9,1,-1
207,923988192,43.0455441,-76.2113691,136.4148142,9,1,-1
207,2008179199,43.0198298,-76.1250953,133.2424552,8,1,-1
207,1062290486,43.0489361,-76.252615,999,-1,1,-1
207,1737904745,43.0483516,-76.1572003,135.4482084,1,1,-1
207,724554501,43.0433644,-76.2221218,136.5136613,4,1,-1
207,111042374,43.0707494,-76.1659077,120.7729729,7,1,-1
207,1259606363,43.0327771,-76.1263146,134.7152849,1,1,-1
207,1053069655,43.0466288,-76.2073213,136.8341882,9,1,-1
207,1947862555,43.0094707,-76.1346658,131.8080375,0,2,1
207,127265642,43.0446623,-76.1041966,134.0153169,2,1,-1
207,1244504141,43.0416049,-76.1259479,127.4066139,1,1,-1
207,1728781563,43.0762754,-76.1762804,127.1971116,7,1,-1
207,1599347416,43.0585766,-76.1789061,999,-1,1,-1
207,757675095,43.0563037,-76.1446866,131.8864381,1,1,-1
207,1424164685,43.0269493,-76.1607929,999,-1,1,-1
207,1975941981,43.0464643,-76.2502045,999,-1,1,-1
207,38604237,43.0510707,-76.1192435,132.7265113,1,1,-1
207,2100319622,43.0318416,-76.1478316,136.1513994,1,1,-1
207,212808922,43.0429847,-76.1199487,131.7404796,1,1,-1
207,185673337,43.0364375,-76.1335218,129.2348122,1,1,-1
207,748676519,43.0301042,-76.0600869,999,-1,1,-1
207,799714932,43.0133449,-76.1266553,134.5078129,0,1,-1
207,528871576,43.0543605,-76.1850497,999,-1,1,-1
207,998966060,43.0412567,-76.2206327,134.90819,4,1,-1
207,17496181,43.0245265,-76.1151159,130.5365701,8,1,-1
207,1073997727,43.0345223,-76.1316397,131.7581334,1,1,-1
207,1917919405,43.0664913,-76.1551845,137.467282,3,1,-1
207,1712600425,43.0667393,-76.1688328,113.2919875,7,2,1
207,72524579,43.0080828,-76.1302725,129.0073542,0,1,-1
207,203254937,43.0679241,-76.1679419,114.1279617,7,1,-1
207,1708706542,43.0245692,-76.0784434,135.6406611,2,1,-1
207,373889326,43.0242298,-76.0565064,999,-1,1,-1
207,2017403124,43.0746043,-76.1756781,124.2758227,7,1,-1
207,1691499641,43.0763125,-76.1463134,130.6303554,3,1,-1
207,2038277750,43.0301118,-76.1222894,137.3668777,8,1,-1
207,209603302,43.0728176,-76.171924,118.8664292,7,1,-1
207,60575480,43.0368508,-76.2054525,136.5736959,4,1,-1
207,2030645982,43.0192332,-76.0647232,999,-1,1,-1
207,1826034804,43.0231095,-76.0610677,999,-1,1,-1
207,1707145787,43.0577053,-76.1595318,133.8824033,7,1,-1
207,519169945,43.0246648,-76.11119,129.3805595,8,1,-1
208,923988192,43.0455052,-76.2111546,136.49253,9,1,-1
208,1707145787,43.0575587,-76.1594378,138.9463957,1,1,-1
208,2008179199,43.0196721,-76.1250445,133.1532392,8,1,-1
208,1826034804,43.023058,-76.0612771,999,-1,1,-1
208,1599347416,43.0584159,-76.1789339,130.71185,7,1,-1
208,72524579,43.007921,-76.1302613,128.7903512,0,1,-1
208,757675095,43.0561906,-76.1445285,131.7151703,1,1,-1
208,2017403124,43.0744636,-76.1755684,123.9619888,7,1,-1
208,1917919405,43.0663741,-76.1550319,132.4780436,7,1,-1
208,2030645982,43.0191767,-76.0649302,999,-1,1,-1
208,410348847,43.0490493,-76.2406145,999,-1,1,-1
208,799714932,43.0131861,-76.1266114,134.3691369,0,1,-1
208,1259606363,43.0326786,-76.1261392,134.8412123,1,1,-1
208,373889326,43.0242079,-76.0567252,999,-1,1,-1
208,519169945,43.0245417,-76.1110465,999,-1,1,-1
208,1062290486,43.0488806,-76.2524074,999,-1,1,-1
208,528871576,43.0541993,-76.1850715,136.2879908,7,1,-1
208,724554501,43.0432915,-76.2219245,136.4683781,4,1,-1
208,748676519,43.0300429,-76.0602913,139.289497,2,1,-1
208,212808922,43.0430785,-76.1197686,131.8497127,1,1,-1
208,209603302,43.0726702,-76.171832,118.4386857,7,1,-1
208,1975941981,43.0464075,-76.2499976,999,-1,1,-1
208,1737904745,43.0482007,-76.1571196,999,-1,1,-1
208,38604237,43.051214,-76.1191405,132.849466,1,1,-1
208,185673337,43.0363473,-76.1333383,129.3797502,1,1,-1
208,111042374,43.0706046,-76.1658084,120.7735362,7,1,-1
208,1424164685,43.0268745,-76.1609888,999,-1,1,-1
208,60575480,43.0367759,-76.2052567,136.6243316,4,1,-1
208,1691499641,43.0762793,-76.1460971,130.4370755,3,1,-1
208,2038277750,43.0299992,-76.1221307,137.2541528,8,1,-1
208,1244504141,43.0417304,-76.1258083,127.4311798,1,1,-1
208,203254937,43.0677913,-76.1678153,114.5962371,7,1,-1
208,2100319622,43.0317743,-76.1480325,136.2549022,1,1,-1
208,1708706542,43.0245464,-76.0786621,135.6118382,2,1,-1
