TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished
3100,1200419080,43.0560758,-76.124555,132.7236672,3,1
3100,1390884042,43.0460474,-76.2284812,999,-1,1
3100,643684743,43.0356882,-76.1261424,132.4127754,3,1
3100,1233046976,43.0328369,-76.2283779,999,-1,1
3100,1387530595,43.0210536,-76.1178157,128.6230534,0,1
3100,321086061,43.0789379,-76.172606,129.9476729,7,1
3106,29503491,43.0201977,-76.1116147,136.5580317,0,-1
3110,604975471,43.0343124,-76.1302933,132.2809825,3,1
3110,153747923,42.9967552,-76.1177271,126.1104168,5,1
3110,265693673,43.0236802,-76.2429131,999,-1,1
3110,280693218,43.0829604,-76.1227572,131.0874391,6,1
3110,925346900,43.0207873,-76.1824991,131.7882106,4,1
3110,1327828261,43.0357712,-76.0488479,999,-1,1
3110,99151351,43.0341943,-76.1313535,999,-1,1
3110,766970556,43.0223908,-76.1195255,130.9231703,0,1
3110,624017453,43.0036003,-76.2256458,999,-1,1
3110,324215688,43.0005662,-76.130155,112.2137358,5,1
3110,786037604,43.0236522,-76.1290028,999,-1,1
3110,1072025463,43.0504246,-76.1800305,137.7621991,7,1
3110,360011812,43.0420141,-76.1323843,119.8592104,3,1
3110,851530983,43.0218751,-76.1266076,134.9599077,0,1
3110,255789731,43.0638867,-76.1357881,129.5522147,6,1
3110,1794131705,43.0731418,-76.1248886,120.8536524,6,1
3110,2007255258,43.0221264,-76.1550561,999,-1,1
3110,1105969954,43.0633128,-76.1021379,129.0597442,1,1
3110,1638826026,43.0489517,-76.2147308,999,-1,1
3110,505956560,42.9993914,-76.1130439,130.6110202,5,1
3110,1145174776,43.0516254,-76.1563229,135.6208562,3,1
3110,2101980255,43.0154547,-76.1349239,136.8320249,5,1
3110,643684743,43.034068,-76.1261424,133.757372,3,1
3110,1582736944,43.020931,-76.1119007,123.8841588,0,1
3110,1455718195,43.0213168,-76.1253457,999,-1,1
3110,321086061,43.0789379,-76.1703957,130.0223152,7,1
3110,1128003588,43.0577785,-76.1732828,130.3578047,7,1
3110,1332048864,43.0297295,-76.1322349,135.9972114,3,1
3110,57869599,43.0202828,-76.1596659,999,-1,1
3110,1114011934,43.0596575,-76.216632,999,-1,1
3110,1200419080,43.0544555,-76.124555,131.4506385,3,1
3110,777520827,43.0058917,-76.1565695,139.7691191,5,1
3110,2054123730,42.9972828,-76.2210434,999,-1,1
3110,2125868310,42.99969,-76.1647225,139.3458512,4,1
3110,1390884042,43.0460474,-76.226272,999,-1,1
3110,1387530595,43.0210536,-76.1156075,126.8655985,0,1
3110,922133422,43.0714602,-76.1371644,118.6662269,6,1
3110,1556357453,43.0553301,-76.1075204,139.1842826,1,1
3110,1660700574,43.0245362,-76.1327163,999,-1,1
3110,1197293932,43.0811929,-76.1683894,132.7697385,7,1
3110,2022122052,43.0090078,-76.1897027,103.6314445,4,1
3110,1233046976,43.0312167,-76.2283779,999,-1,1
3110,85288246,43.0550071,-76.1246248,131.8488798,3,1
3113,2022122052,43.0090078,-76.190365,102.279117,4,-1
3120,265693673,43.02206,-76.2429131,999,-1,1
3120,851530983,43.0218751,-76.1243993,133.6805446,0,1
3120,786037604,43.022032,-76.1290028,136.2352318,0,1
3120,1794131705,43.0715216,-76.1248886,121.7853271,6,1
3120,255789731,43.0622664,-76.1357881,131.4247415,6,1
3120,324215688,42.9989459,-76.130155,107.0797676,5,1
3120,280693218,43.0816642,-76.1227572,130.0234076,6,1
3120,2007255258,43.0221264,-76.1528478,999,-1,1
3120,1072025463,43.0504246,-76.1778213,137.4600239,7,1
3120,1638826026,43.0473314,-76.2147308,999,-1,1
3120,153747923,42.9967552,-76.1199345,123.2036532,5,1
3120,1105969954,43.0633128,-76.0999282,999,-1,1
3120,1327828261,43.0341509,-76.0488479,999,-1,1
3120,505956560,42.9993914,-76.1152513,128.5362973,5,1
3120,360011812,43.0403939,-76.1323843,123.2746067,3,1
3120,99151351,43.032574,-76.1313535,133.7172295,3,1
3120,925346900,43.0207873,-76.1802908,132.6733465,4,1
3120,624017453,43.0036003,-76.2234382,999,-1,1
3120,604975471,43.0326922,-76.1302933,133.7996376,3,1
3120,766970556,43.0223908,-76.1173173,999,-1,1
3120,1197293932,43.0811929,-76.166179,133.1928628,7,1
3120,1200419080,43.0528353,-76.124555,130.1773017,3,1
3120,922133422,43.06984,-76.1371644,121.2979036,6,1
3120,321086061,43.0789379,-76.1681853,130.3960831,7,1
3120,1556357453,43.0553301,-76.1053109,121.3897244,1,1
3120,2125868310,42.99969,-76.162515,999,-1,1
3120,777520827,43.0058917,-76.1587772,999,-1,1
3120,1145174776,43.0516254,-76.1541135,134.3320713,3,1
3120,85288246,43.0533868,-76.1246248,130.5618505,3,1
3120,1332048864,43.0281092,-76.1322349,137.1972302,3,1
3120,57869599,43.0202828,-76.1574577,999,-1,1
3120,1128003588,43.0577785,-76.1710732,130.3379299,7,1
3120,1582736944,43.020931,-76.1096925,122.7337742,0,1
3120,2054123730,42.9972828,-76.218836,999,-1,1
3120,2101980255,43.0138345,-76.1349239,135.6463696,5,1
3120,1114011934,43.0596575,-76.2144224,999,-1,1
3120,1660700574,43.0229159,-76.1327163,138.2623899,0,1
3120,1455718195,43.0196965,-76.1253457,133.329659,0,1
3120,1387530595,43.0210536,-76.1133992,125.1434329,0,1
3120,643684743,43.0324477,-76.1261424,135.0171828,3,1
3120,1233046976,43.0295964,-76.2283779,999,-1,1
3120,1390884042,43.0460474,-76.2240629,999,-1,1
3124,1582736944,43.020931,-76.1092508,122.5387488,0,-1
3130,2007255258,43.0221264,-76.1506396,999,-1,1
3130,505956560,42.9993914,-76.1174588,126.0699887,5,1
3130,1327828261,43.0325307,-76.0488479,999,-1,1
3130,851530983,43.0218751,-76.122191,132.3092627,0,1
3130,1072025463,43.0504246,-76.175612,137.2463447,7,1
3130,624017453,43.0036003,-76.2212306,999,-1,1
3130,99151351,43.0309538,-76.1313535,135.1163725,3,1
3130,1638826026,43.0457112,-76.2147308,999,-1,1
3130,153747923,42.9967552,-76.1221419,119.5799615,5,1
3130,255789731,43.0606462,-76.1357881,133.0747141,6,1
3130,786037604,43.0204117,-76.1290028,135.7527234,0,1
3130,1794131705,43.0699014,-76.1248886,123.5045002,6,1
3130,324215688,42.9973256,-76.130155,109.3348405,5,1
3130,280693218,43.0800439,-76.1227572,128.4632377,6,1
3130,360011812,43.0387736,-76.1323843,999,-1,1
3130,1105969954,43.0633128,-76.0977184,128.4546115,1,1
3130,766970556,43.0223908,-76.115109,999,-1,1
3130,265693673,43.0204397,-76.2429131,999,-1,1
3130,604975471,43.0310719,-76.1302933,135.17268,3,1
3130,925346900,43.0207873,-76.1780826,133.6333257,4,1
3130,167006883,43.0358875,-76.1313554,130.3255694,3,1
3130,85288246,43.0517666,-76.1246248,129.3120635,3,1
3130,1390884042,43.0460474,-76.2220747,999,-1,1
3130,1128003588,43.0577785,-76.1688637,130.6080431,7,1
3130,2054123730,42.9972828,-76.2166286,999,-1,1
3130,643684743,43.0308274,-76.1261424,136.1938926,3,1
3130,777520827,43.0058917,-76.1609849,999,-1,1
3130,922133422,43.0682197,-76.1371644,124.0006149,6,1
3130,321086061,43.0789379,-76.165975,131.0214946,7,1
3130,1114011934,43.0596575,-76.2122128,999,-1,1
3130,1197293932,43.0811929,-76.1639687,133.7672966,7,1
3130,2125868310,42.99969,-76.1603076,999,-1,1
3130,1200419080,43.051215,-76.124555,128.9686261,3,1
3130,1455718195,43.0180762,-76.1253457,132.8555843,0,1
3130,1233046976,43.0279761,-76.2283779,999,-1,1
3130,57869599,43.0202828,-76.1552495,999,-1,1
3130,1387530595,43.0210536,-76.111191,123.6749726,0,1
3130,1660700574,43.0212957,-76.1327163,137.8618574,0,1
3130,1556357453,43.0553301,-76.1031014,116.9886384,1,1
3130,1332048864,43.026489,-76.1322349,138.2979392,3,1
3130,2101980255,43.0122142,-76.1349239,134.357373,5,1
3130,1145174776,43.0516254,-76.1519042,132.9257272,3,1
3131,1387530595,43.0210536,-76.1109702,123.6749726,0,-1
3133,1556357453,43.0553301,-76.1024386,115.9241429,1,-1
3135,324215688,42.9973256,-76.1312587,112.0422009,5,-1
3140,153747923,42.9967552,-76.1243492,128.3863698,5,-1
3140,167006883,43.0342672,-76.1313554,132.0857701,3,1
3140,505956560,42.9993914,-76.1196662,123.0309364,5,1
3140,1638826026,43.0440909,-76.2147308,999,-1,1
3140,624017453,43.0036003,-76.219023,139.7403125,4,1
3140,1794131705,43.0682811,-76.1248886,125.5150175,6,1
3140,925346900,43.0207873,-76.1758744,134.6248494,4,1
3140,360011812,43.0371533,-76.1323843,999,-1,1
3140,604975471,43.0294516,-76.1302933,136.4233551,3,1
3140,851530983,43.0218751,-76.1199828,130.8495343,0,1
3140,280693218,43.0784237,-76.1227572,126.9270705,6,1
3140,1105969954,43.0633128,-76.0955087,128.7243112,1,1
3140,1327828261,43.0309104,-76.0488479,999,-1,1
3140,1072025463,43.0504246,-76.1734027,137.1304825,7,1
3140,766970556,43.0223908,-76.1129007,126.7844435,0,1
3140,786037604,43.0187914,-76.1290028,135.369657,0,1
3140,265693673,43.0204397,-76.2407049,999,-1,1
3140,255789731,43.0590259,-76.1357881,132.7061895,3,1
3140,99151351,43.0293335,-76.1313535,136.3854431,3,1
3140,2007255258,43.0221264,-76.1484313,999,-1,1
3140,1114011934,43.0596575,-76.2100032,999,-1,1
3140,1145174776,43.0516254,-76.1496949,131.386528,3,1
3140,1660700574,43.0196754,-76.1327163,139.3245625,5,1
3140,321086061,43.0789379,-76.1637647,131.8316272,7,1
3140,1200419080,43.0495948,-76.124555,127.926383,3,1
3140,1390884042,43.0449132,-76.2220747,999,-1,1
3140,1455718195,43.016456,-76.1253457,132.5580884,0,1
3140,57869599,43.0202828,-76.1530413,999,-1,1
3140,85288246,43.0501463,-76.1246248,128.1890666,3,1
3140,1332048864,43.0248687,-76.1322349,138.6257757,0,1
3140,2101980255,43.0105939,-76.1349239,132.9499208,5,1
3140,643684743,43.0292072,-76.1261424,138.0786174,0,1
3140,1128003588,43.0577785,-76.1666541,999,-1,1
3140,2054123730,42.9972828,-76.2144212,139.6323404,4,1
3140,1233046976,43.0263559,-76.2283779,999,-1,1
3140,2125868310,42.99969,-76.1581001,139.9302765,5,1
3140,777520827,43.0058917,-76.1631926,138.8228062,4,1
3140,1197293932,43.0811929,-76.1617583,134.4543334,7,1
3140,922133422,43.0665995,-76.1371644,138.7409933,3,1
3150,280693218,43.0768034,-76.1227572,125.5599931,6,1
3150,265693673,43.0204397,-76.2384967,999,-1,1
3150,1072025463,43.0504246,-76.1711934,137.117793,7,1
3150,255789731,43.0574057,-76.1357881,130.9571641,3,1
3150,1105969954,43.0633128,-76.0932989,129.3376372,1,1
3150,505956560,42.9993914,-76.1218737,119.0763097,5,1
3150,1794131705,43.0666609,-76.1248886,127.5215999,6,1
3150,1327828261,43.0292902,-76.0488479,999,-1,1
3150,851530983,43.0218751,-76.1177745,129.3205986,0,1
3150,360011812,43.0355331,-76.1323843,130.4953819,3,1
3150,624017453,43.0036003,-76.2168154,138.7999706,4,1
3150,1638826026,43.0424707,-76.2147308,999,-1,1
3150,167006883,43.032647,-76.1313554,133.6504608,3,1
3150,925346900,43.0207873,-76.1736662,135.6180682,4,1
3150,99151351,43.0277133,-76.1313535,137.5456942,3,1
3150,2007255258,43.0221264,-76.146223,999,-1,1
3150,786037604,43.0171712,-76.1290028,135.1064653,0,1
3150,766970556,43.0223908,-76.1106924,125.8080583,0,1
3150,604975471,43.0278314,-76.1302933,137.5703378,3,1
3150,85288246,43.0485261,-76.1246248,138.4041455,1,1
3150,1128003588,43.0577785,-76.1644446,131.8599079,7,1
3150,1660700574,43.0180551,-76.1327163,137.2908896,0,1
3150,1332048864,43.0232484,-76.1322349,138.1408956,0,1
3150,1455718195,43.0148357,-76.1253457,132.4633441,0,1
3150,922133422,43.0649792,-76.1371644,128.6433283,6,1
3150,321086061,43.0789379,-76.1615544,132.7592974,7,1
3150,1114011934,43.0596575,-76.2077935,999,-1,1
3150,1200419080,43.0479745,-76.124555,138.4725362,1,1
3150,643684743,43.0275869,-76.1261424,137.2822447,0,1
3150,1197293932,43.0811929,-76.1595479,135.2171702,7,1
3150,2101980255,43.0089737,-76.1349239,131.4080241,5,1
3150,57869599,43.0202827,-76.1508331,999,-1,1
3150,1233046976,43.0247356,-76.2283779,999,-1,1
3150,777520827,43.0058917,-76.1654003,137.78336,4,1
3150,1145174776,43.0516254,-76.1474855,129.7018753,3,1
3150,1390884042,43.043293,-76.2220747,999,-1,1
3150,2054123730,42.9972828,-76.2122138,138.8442731,4,1
3150,2125868310,42.99969,-76.1558926,138.9555721,5,1
3160,1794131705,43.0650406,-76.1248886,129.4040772,6,1
3160,851530983,43.0218751,-76.1155662,127.7730247,0,1
3160,925346900,43.0207873,-76.1714579,136.5939154,4,1
3160,2007255258,43.0221264,-76.1440147,999,-1,1
3160,1327828261,43.0276699,-76.0488479,999,-1,1
3160,280693218,43.0751832,-76.1227572,124.5852911,6,1
3160,1638826026,43.0408504,-76.2147308,999,-1,1
3160,624017453,43.0036003,-76.2146078,137.7954293,4,1
3160,766970556,43.0223908,-76.1084841,125.3304986,0,1
3160,505956560,42.9993914,-76.1240811,113.4363906,5,1
3160,265693673,43.0204397,-76.2362885,999,-1,1
3160,167006883,43.0310267,-76.1313554,135.0561122,3,1
3160,255789731,43.0557854,-76.1357881,137.0830099,6,1
3160,99151351,43.026093,-76.1313535,138.613762,3,1
3160,604975471,43.0262111,-76.1302933,138.3033114,0,1
3160,1105969954,43.0633128,-76.0910892,130.20716,1,1
3160,786037604,43.0155509,-76.1290028,134.9788826,0,1
3160,360011812,43.0339128,-76.1323843,999,-1,1
3160,1072025463,43.0504246,-76.1689841,137.2088761,7,1
3160,1200419080,43.0463543,-76.124555,126.8693145,3,1
3160,1114011934,43.0596575,-76.2055839,999,-1,1
3160,1145174776,43.0516254,-76.1452762,127.8705542,3,1
3160,777520827,43.0058917,-76.167608,136.6590209,4,1
3160,1455718195,43.0132154,-76.1253457,132.5802683,0,1
3160,1128003588,43.0577785,-76.162235,132.7210023,7,1
3160,85288246,43.0469058,-76.1246248,126.8415946,3,1
3160,1233046976,43.0231154,-76.2283779,999,-1,1
3160,2054123730,42.9972828,-76.2100065,138.0388804,4,1
3160,321086061,43.0789378,-76.1593441,133.7488098,7,1
3160,1835719182,43.0759421,-76.1789718,128.0298177,7,1
3160,1197293932,43.0811929,-76.1573375,136.0247205,7,1
3160,2125868310,42.99969,-76.1536852,137.9021982,5,1
3160,643684743,43.0259667,-76.1261424,136.4908145,0,1
3160,1660700574,43.0164349,-76.1327163,137.1434397,0,1
3160,180469411,43.0357907,-76.133207,130.0375629,3,1
3160,57869599,43.0202827,-76.1486249,999,-1,1
3160,1332048864,43.0216282,-76.1322349,137.71304,0,1
3160,2101980255,43.0073534,-76.1349239,139.1148238,0,1
3160,1390884042,43.0416727,-76.2220747,999,-1,1
3160,922133422,43.063359,-76.1371644,136.50232,3,1
3162,766970556,43.0223908,-76.1080425,139.8653579,0,-1
3169,505956560,42.9993914,-76.1260679,106.33589,5,-1
3170,1105969954,43.0633128,-76.0888794,131.2370635,1,1
3170,786037604,43.0139307,-76.1290028,135.0217572,5,1
3170,925346900,43.0207873,-76.1692497,137.5410911,4,1
3170,604975471,43.0245909,-76.1302933,137.7143173,0,1
3170,2007255258,43.0221264,-76.1418065,999,-1,1
3170,265693673,43.0204397,-76.2340803,999,-1,1
3170,167006883,43.0294065,-76.1313554,136.3305858,3,1
3170,280693218,43.0735629,-76.1227572,124.240114,6,1
3170,255789731,43.0541651,-76.1357881,126.5436243,3,1
3170,1327828261,43.0260496,-76.0488479,999,-1,1
3170,360011812,43.0322926,-76.1323843,133.829064,3,1
3170,851530983,43.0218751,-76.113358,126.3125181,0,1
3170,1638826026,43.0392301,-76.2147308,999,-1,1
3170,1072025463,43.0504246,-76.1667748,999,-1,1
3170,99151351,43.0244727,-76.1313535,138.1305505,0,1
3170,624017453,43.0036003,-76.2124002,136.7192265,4,1
3170,1794131705,43.0634204,-76.1248886,131.1300563,6,1
3170,1200419080,43.044734,-76.124555,127.0485284,3,1
3170,1455718195,43.0115952,-76.1253457,132.8978985,0,1
3170,180469411,43.0341705,-76.133207,131.881059,3,1
3170,1332048864,43.0200079,-76.1322349,137.3565783,0,1
3170,1197293932,43.0811929,-76.1551271,137.5408915,6,1
3170,57869599,43.0202827,-76.1464167,999,-1,1
3170,1660700574,43.0148146,-76.1327163,136.0453161,5,1
3170,1233046976,43.0219812,-76.2277154,999,-1,1
3170,2125868310,42.99969,-76.1514777,136.7563718,5,1
3170,777520827,43.0058917,-76.1698157,135.4359365,4,1
3170,321086061,43.0789378,-76.1571338,134.7594522,7,1
3170,1145174776,43.0516254,-76.1430669,125.9239727,3,1
3170,643684743,43.0243464,-76.1261424,135.7205109,0,1
3170,2054123730,42.9972827,-76.2077991,137.2232551,4,1
3170,1835719182,43.0759421,-76.1767616,126.8088258,7,1
3170,922133422,43.0617387,-76.1371644,135.2205857,3,1
3170,1114011934,43.0596575,-76.2033743,999,-1,1
3170,2101980255,43.0057331,-76.1349239,127.8759248,5,1
3170,1128003588,43.0577785,-76.1600255,133.661446,7,1
3170,85288246,43.0452856,-76.1246248,139.1007349,1,1
3170,1390884042,43.0400524,-76.2220747,999,-1,1
3172,1105969954,43.0633128,-76.0884375,131.3455875,1,-1
3180,280693218,43.0719427,-76.1227572,124.6279738,6,1
3180,167006883,43.0277862,-76.1313554,137.4953821,3,1
3180,1638826026,43.0376099,-76.2147308,999,-1,1
3180,925346900,43.0207873,-76.1670415,138.4535368,4,1
3180,604975471,43.0229706,-76.1302933,137.1711642,0,1
3180,786037604,43.0123104,-76.1290028,133.5770318,5,1
3180,99151351,43.0228525,-76.1313535,137.6294205,0,1
3180,1327828261,43.0244294,-76.0488479,999,-1,1
3180,1072025463,43.0504246,-76.1645655,137.6811583,7,1
3180,1794131705,43.0618001,-76.1248886,132.7022516,6,1
3180,624017453,43.0036003,-76.2101926,135.5633103,4,1
3180,851530983,43.0218751,-76.1111497,139.638417,0,1
3180,255789731,43.0525449,-76.1357881,123.610282,3,1
3180,2007255258,43.0221264,-76.1395982,999,-1,1
3180,360011812,43.0306723,-76.1323843,135.2310244,3,1
3180,265693673,43.0204397,-76.2318721,999,-1,1
3180,2101980255,43.0041129,-76.1349239,125.9098466,5,1
3180,1197293932,43.0811929,-76.1529167,136.4698243,6,1
3180,1145174776,43.0516254,-76.1408575,123.9725374,3,1
3180,2054123730,42.9972827,-76.2055917,136.4082011,4,1
3180,643684743,43.0227261,-76.1261424,134.99312,0,1
3180,1233046976,43.0219812,-76.2255072,999,-1,1
3180,321086061,43.0789378,-76.1549235,135.764048,7,1
3180,1128003588,43.0577785,-76.1578159,134.637739,7,1
3180,1332048864,43.0183877,-76.1322349,138.4908964,5,1
3180,1660700574,43.0131943,-76.1327163,134.750182,5,1
3180,2125868310,42.99969,-76.1492702,999,-1,1
3180,1455718195,43.0099749,-76.1253457,131.2791301,5,1
3180,57869599,43.0202827,-76.1442085,999,-1,1
3180,180469411,43.0325502,-76.133207,133.5008744,3,1
3180,1835719182,43.0759421,-76.1745514,125.9158639,7,1
3180,922133422,43.0601185,-76.1371644,133.7978905,6,1
3180,1200419080,43.0431137,-76.124555,127.6833595,3,1
3180,1390884042,43.0384322,-76.2220747,999,-1,1
3180,85288246,43.0436653,-76.1246248,127.3477999,3,1
3180,777520827,43.0058917,-76.1720234,999,-1,1
3180,1114011934,43.0596575,-76.2011647,999,-1,1
3190,1327828261,43.0228091,-76.0488479,999,-1,1
3190,255789731,43.0509246,-76.1357881,119.8186006,3,1
3190,786037604,43.0106901,-76.1290028,131.9528015,5,1
3190,265693673,43.0204397,-76.2296639,999,-1,1
3190,604975471,43.0213503,-76.1302933,136.6910637,0,1
3190,1072025463,43.0504246,-76.1623562,138.0423995,7,1
3190,2007255258,43.0221264,-76.1373899,999,-1,1
3190,99151351,43.0217183,-76.130691,137.0562106,0,1
3190,1638826026,43.0359896,-76.2147308,999,-1,1
3190,280693218,43.0703224,-76.1227572,125.6333227,6,1
3190,851530983,43.0218751,-76.1089415,124.438876,0,1
3190,360011812,43.029052,-76.1323843,136.499926,3,1
3190,925346900,43.0207873,-76.1648333,139.3285769,4,1
3190,167006883,43.0261659,-76.1313554,138.5673198,3,1
3190,1794131705,43.0601799,-76.1248886,134.1350597,6,1
3190,624017453,43.0036003,-76.2079849,999,-1,1
3190,1332048864,43.0167674,-76.1322349,136.9109784,0,1
3190,2125868310,42.99969,-76.1470628,134.1107608,5,1
3190,922133422,43.0584982,-76.1371644,132.2052974,3,1
3190,2054123730,42.9972827,-76.2033843,999,-1,1
3190,321086061,43.0789378,-76.1527132,135.7013913,6,1
3190,2101980255,43.0024926,-76.1349239,123.92444,5,1
3190,1455718195,43.0083546,-76.1253457,129.340651,5,1
3190,1197293932,43.0811929,-76.1507063,135.3263338,6,1
3190,1390884042,43.0368119,-76.2220747,999,-1,1
3190,180469411,43.03093,-76.133207,134.944537,3,1
3190,1469604573,43.0530032,-76.2347081,999,-1,1
3190,643684743,43.0211059,-76.1261424,134.336271,0,1
3190,1114011934,43.0596575,-76.1989551,139.4461872,7,1
3190,1835719182,43.0759421,-76.1723412,125.530794,7,1
3190,57869599,43.0202827,-76.1420002,999,-1,1
3190,1200419080,43.0414935,-76.124555,128.6563428,3,1
3190,1233046976,43.0219812,-76.2232989,999,-1,1
3190,1660700574,43.0115741,-76.1327163,133.321818,5,1
3190,85288246,43.0420451,-76.1246248,128.2307184,3,1
3190,1128003588,43.0577785,-76.1556064,135.6193984,7,1
3190,1145174776,43.0516254,-76.1386482,122.2814498,3,1
3190,777520827,43.0058917,-76.1742311,132.6216556,4,1
3194,851530983,43.0218751,-76.1080582,124.3652104,0,-1
3200,2007255258,43.0221264,-76.1351817,139.205375,0,1
3200,360011812,43.0274318,-76.1323843,137.6583565,3,1
3200,604975471,43.0197301,-76.1302933,136.2924028,0,1
3200,1794131705,43.0585596,-76.1248886,138.4248308,1,1
3200,1072025463,43.0504246,-76.160147,137.4032611,3,1
3200,99151351,43.0217183,-76.1284828,135.9267439,0,1
3200,1638826026,43.0343694,-76.2147308,999,-1,1
3200,280693218,43.0687022,-76.1227572,127.0161354,6,1
3200,624017453,43.0036003,-76.2057773,132.9811034,4,1
3200,265693673,43.0204397,-76.2274556,999,-1,1
3200,786037604,43.0090699,-76.1290028,130.0983889,5,1
3200,255789731,43.0493044,-76.1357881,114.4483859,3,1
3200,925346900,43.0207873,-76.162625,999,-1,1
3200,167006883,43.0245457,-76.1313554,138.1551377,0,1
3200,1327828261,43.0211889,-76.0488479,999,-1,1
3200,2101980255,43.0008723,-76.1349239,122.1810259,5,1
3200,1145174776,43.0516254,-76.1364389,121.2987755,3,1
3200,922133422,43.056878,-76.1371644,130.3901693,3,1
3200,1455718195,43.0067344,-76.1253457,127.0757651,5,1
3200,1469604573,43.0546235,-76.2347081,999,-1,1
3200,321086061,43.0789378,-76.1505029,137.695087,7,1
3200,643684743,43.0206198,-76.1245967,133.2648509,0,1
3200,1332048864,43.0151471,-76.1322349,136.2412106,5,1
3200,1660700574,43.0099538,-76.1327163,131.732888,5,1
3200,1835719182,43.0759421,-76.170131,125.7490748,7,1
3200,2125868310,42.99969,-76.1448553,132.5559476,5,1
3200,1200419080,43.0398732,-76.124555,129.8305255,3,1
3200,1233046976,43.0219812,-76.2210906,999,-1,1
3200,777520827,43.0058917,-76.1764388,130.9845405,4,1
3200,1128003588,43.0577785,-76.1533968,136.5866259,7,1
3200,180469411,43.0293097,-76.133207,136.2461075,3,1
3200,1197293932,43.0811929,-76.1484959,139.3107421,7,1
3200,1114011934,43.0596575,-76.1967454,138.5311417,7,1
3200,85288246,43.0404248,-76.1246248,999,-1,1
3200,57869599,43.0202827,-76.139792,999,-1,1
3200,2054123730,42.9972827,-76.2011769,134.8483978,4,1
3200,1390884042,43.0351917,-76.2220747,999,-1,1
3210,255789731,43.0476841,-76.1357881,105.1514769,3,1
3210,624017453,43.0036003,-76.2035697,131.5450348,4,1
3210,1072025463,43.0504246,-76.1579377,136.2433967,3,1
3210,925346900,43.0207872,-76.1604168,999,-1,1
3210,1794131705,43.0569394,-76.1248886,136.6488507,6,1
3210,167006883,43.0229254,-76.1313554,137.6516388,0,1
3210,99151351,43.0217183,-76.1262745,999,-1,1
3210,1638826026,43.0327491,-76.2147308,999,-1,1
3210,280693218,43.0670819,-76.1227572,128.5570105,6,1
3210,2007255258,43.0221264,-76.1329734,138.2370834,0,1
3210,360011812,43.0258115,-76.1323843,138.7237069,3,1
3210,786037604,43.0074496,-76.1290028,136.3544519,0,1
3210,604975471,43.0181098,-76.1302933,135.9930837,0,1
3210,265693673,43.0204397,-76.2252474,999,-1,1
3210,1327828261,43.0195686,-76.0488479,999,-1,1
3210,1200419080,43.038253,-76.124555,131.0938584,3,1
3210,2101980255,42.9992521,-76.1349239,121.1371649,5,1
3210,1233046976,43.0219812,-76.2188824,999,-1,1
3210,1332048864,43.0135269,-76.1322349,134.9585897,5,1
3210,321086061,43.0789378,-76.1482925,133.0074679,6,1
3210,1455718195,43.0051141,-76.1253457,124.3604131,5,1
3210,1197293932,43.0811929,-76.1462855,132.8099083,6,1
3210,1660700574,43.0083335,-76.1327163,129.9486801,5,1
3210,85288246,43.0388045,-76.1246248,130.6138949,3,1
3210,922133422,43.0552577,-76.1371644,128.2836811,3,1
3210,777520827,43.0058916,-76.1786464,129.157215,4,1
3210,1390884042,43.0335714,-76.2220747,999,-1,1
3210,180469411,43.0276894,-76.133207,137.4307552,3,1
3210,57869599,43.0202827,-76.1375838,139.9054663,0,1
3210,1145174776,43.0516254,-76.1342296,121.4215441,3,1
3210,1128003588,43.0577785,-76.1511873,135.6958418,3,1
3210,2054123730,42.9972827,-76.1989696,134.153346,4,1
3210,1835719182,43.0759421,-76.1679208,126.5151476,7,1
3210,2125868310,42.99969,-76.1426478,130.7915599,5,1
3210,1469604573,43.0562437,-76.2347081,999,-1,1
3210,643684743,43.0206198,-76.1223885,131.7710306,0,1
3210,1114011934,43.0596575,-76.1945358,137.5644831,7,1
3220,167006883,43.0213052,-76.1313554,137.2097543,0,1
3220,2085766087,43.0446843,-76.2511845,999,-1,1
3220,2007255258,43.0221264,-76.1307651,137.2032396,0,1
3220,99151351,43.0217183,-76.1240663,133.4059907,0,1
3220,624017453,43.0036003,-76.2013621,130.0183828,4,1
3220,786037604,43.0058293,-76.1290028,125.3531535,5,1
3220,280693218,43.0654617,-76.1227572,130.1156703,6,1
3220,1794131705,43.0553191,-76.1248886,131.9599549,3,1
3220,265693673,43.0204397,-76.2230392,999,-1,1
3220,360011812,43.0241913,-76.1323843,138.4801711,0,1
3220,925346900,43.0207872,-76.1582086,999,-1,1
3220,255789731,43.0460639,-76.1357881,63.6182995,3,1
3220,1072025463,43.0504246,-76.1557284,134.978027,3,1
3220,1327828261,43.0189205,-76.0501727,999,-1,1
3220,1638826026,43.0311289,-76.2147308,999,-1,1
3220,604975471,43.0164896,-76.1302933,135.8083263,0,1
3220,57869599,43.0202827,-76.1353756,138.9575663,0,1
3220,2054123730,42.9972827,-76.1967622,133.5580895,4,1
3220,1660700574,43.0067133,-76.1327163,127.92639,5,1
3220,1455718195,43.0036559,-76.1255665,120.9947,5,1
3220,1200419080,43.0366327,-76.124555,132.3716566,3,1
3220,180469411,43.0260692,-76.133207,138.5175706,3,1
3220,321086061,43.0789378,-76.1460822,131.4647118,6,1
3220,643684743,43.0206198,-76.1201802,130.1416291,0,1
3220,1390884042,43.0319512,-76.2220747,999,-1,1
3220,922133422,43.0536375,-76.1371644,125.7758129,3,1
