TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished
220,581385853,43.0211604,-76.1287571,135.9037169,0,1
220,319618935,43.0809626,-76.1442445,131.391481,6,1
220,432814178,43.0046488,-76.0554791,999,-1,1
220,1887555076,43.0806513,-76.1664464,132.6200436,7,1
220,1917132249,43.0827767,-76.1388621,999,-1,1
220,759674601,43.0273605,-76.0286251,999,-1,1
220,1970927279,43.0356892,-76.1349115,999,-1,1
220,1242667807,43.0724936,-76.1737903,118.3853754,7,1
220,977034077,43.0262714,-76.1337889,138.3632024,3,1
220,1808679382,43.0496715,-76.2264978,999,-1,1
220,1405662074,43.0306986,-76.1316791,135.28492,3,1
230,1233186384,43.0827884,-76.1289704,128.4101732,6,1
230,1581941446,43.0297334,-76.2376469,999,-1,1
230,319618935,43.0809626,-76.1420341,129.9419007,6,1
230,265804194,43.0047209,-76.1334907,125.5876155,5,1
230,533586463,43.0211543,-76.1294189,136.2547247,0,1
230,432814178,43.0046488,-76.0576867,999,-1,1
230,2014572005,43.051301,-76.2250196,999,-1,1
230,2027308069,43.0821702,-76.155487,137.2404352,7,1
230,581385853,43.0211604,-76.1265489,134.6657747,0,1
230,855323113,43.0796799,-76.1306898,122.6373243,6,1
230,977034077,43.0246512,-76.1337889,139.191059,0,1
230,759674601,43.0257403,-76.0286251,999,-1,1
230,1917132249,43.0827767,-76.1366516,128.9961313,6,1
230,1808679382,43.0496715,-76.2242885,999,-1,1
230,1405662074,43.0290784,-76.1316791,136.542464,3,1
230,1970927279,43.0340689,-76.1349115,131.8485672,3,1
230,1242667807,43.0708733,-76.1737903,112.6489038,7,1
230,1887555076,43.0806513,-76.164236,133.2218766,7,1
240,533586463,43.0211543,-76.1272107,135.0450128,0,1
240,265804194,43.0031007,-76.1334907,123.157498,5,1
240,2014572005,43.051301,-76.2228103,999,-1,1
240,319618935,43.0809626,-76.1398237,128.4803542,6,1
240,855323113,43.0796799,-76.1284794,123.5091858,6,1
240,1581941446,43.0281131,-76.2376469,999,-1,1
240,581385853,43.0211604,-76.1243406,133.325763,0,1
240,432814178,43.0046488,-76.0598943,999,-1,1
240,2027308069,43.0821702,-76.1532766,138.0115123,7,1
240,1233186384,43.0814922,-76.1289704,126.7684682,6,1
240,759674601,43.02412,-76.0286251,999,-1,1
240,1887555076,43.0806513,-76.1620257,133.945072,7,1
240,1405662074,43.0274581,-76.1316791,139.2847171,0,1
240,1242667807,43.0692531,-76.1737903,104.2076573,7,1
240,1808679382,43.0496715,-76.2223002,999,-1,1
240,977034077,43.0230309,-76.1337889,138.7588113,0,1
240,1917132249,43.0827767,-76.1344412,128.3349241,6,1
240,1970927279,43.0324487,-76.1349115,133.4869856,3,1
250,265804194,43.0014804,-76.1334907,120.6886117,5,1
250,2014572005,43.051301,-76.220601,999,-1,1
250,581385853,43.0211604,-76.1221324,131.8746963,0,1
250,1581941446,43.0264929,-76.2376469,999,-1,1
250,319618935,43.0809626,-76.1376133,127.0985337,6,1
250,1233186384,43.079872,-76.1289704,124.0349569,6,1
250,2027308069,43.0821702,-76.1510662,135.8992966,6,1
250,432814178,43.0046488,-76.062102,999,-1,1
250,533586463,43.0211543,-76.1250025,133.7361968,0,1
250,855323113,43.0796798,-76.1262691,124.9877332,6,1
250,1970927279,43.0308284,-76.1349115,999,-1,1
250,1405662074,43.0258378,-76.1316791,138.7513338,3,1
250,1242667807,43.0676328,-76.1737903,103.169139,7,1
250,894664362,43.0359208,-76.1320224,130.1179207,3,1
250,759674601,43.0224998,-76.0286251,999,-1,1
250,1917132249,43.0827767,-76.1322307,128.0344432,6,1
250,1887555076,43.0806513,-76.1598153,134.7480204,7,1
250,1808679382,43.0485373,-76.2223002,999,-1,1
250,977034077,43.0214106,-76.1337889,138.3824291,0,1
250,871780988,43.0468735,-76.2567689,999,-1,1
250,624124955,43.0757763,-76.1746303,125.6644876,7,1
260,855323113,43.0796798,-76.1240588,126.7282404,6,1
260,2014572005,43.051301,-76.2183917,999,-1,1
260,319618935,43.0809626,-76.135403,999,-1,1
260,265804194,42.9998601,-76.1334907,118.7171696,5,1
260,1581941446,43.0248726,-76.2376469,999,-1,1
260,432814178,43.0046488,-76.0643096,999,-1,1
260,581385853,43.0211604,-76.1199242,130.3090003,0,1
260,1233186384,43.0782517,-76.1289704,120.6865501,6,1
260,533586463,43.0211543,-76.1227942,132.3185462,0,1
260,2027308069,43.0821702,-76.1488557,134.7670695,6,1
260,894664362,43.0343005,-76.1320224,131.9231232,3,1
260,1970927279,43.0292082,-76.1349115,136.2519636,3,1
260,977034077,43.0197904,-76.1337889,138.0737886,0,1
260,759674601,43.0208795,-76.0286251,999,-1,1
260,1808679382,43.0469171,-76.2223002,999,-1,1
260,624124955,43.0757763,-76.1724201,125.240762,7,1
260,1405662074,43.0242176,-76.1316791,138.1882605,0,1
260,871780988,43.0452532,-76.2567689,999,-1,1
260,1917132249,43.0827767,-76.1300203,128.147204,6,1
260,1887555076,43.0806513,-76.1576049,135.5960927,7,1
260,1242667807,43.0660126,-76.1737903,111.8088046,7,1
270,1233186384,43.0766315,-76.1289704,116.5233227,6,1
270,581385853,43.0211604,-76.1177159,128.6394415,0,1
270,2027308069,43.0821702,-76.1466453,133.5781826,6,1
270,533586463,43.0211543,-76.120586,130.7861585,0,1
270,432814178,43.0046488,-76.0665173,999,-1,1
270,319618935,43.0809626,-76.1331926,125.2364126,6,1
270,1581941446,43.0232524,-76.2376469,999,-1,1
270,2014572005,43.051301,-76.2161824,999,-1,1
270,855323113,43.0796798,-76.1218484,128.5046046,6,1
270,265804194,42.9982399,-76.1334907,118.1515619,5,1
270,1808679382,43.0452968,-76.2223002,999,-1,1
270,624124955,43.0757763,-76.1702099,999,-1,1
270,977034077,43.0181701,-76.1337889,137.8439093,0,1
270,1887555076,43.0806512,-76.1553946,136.4629302,7,1
270,759674601,43.0192592,-76.0286251,999,-1,1
270,1242667807,43.0643923,-76.1737903,117.8167013,7,1
270,1970927279,43.0275879,-76.1349115,137.4418673,3,1
270,1405662074,43.0225973,-76.1316791,999,-1,1
270,871780988,43.043633,-76.2567689,999,-1,1
270,894664362,43.0326803,-76.1320224,133.5191547,3,1
270,1917132249,43.0827767,-76.1278098,128.6528821,6,1
280,2027308069,43.0821702,-76.1444349,132.3438855,6,1
280,581385853,43.0211604,-76.1155077,126.909714,0,1
280,319618935,43.0809626,-76.1309822,125.1286346,6,1
280,533586463,43.0211543,-76.1183778,129.1440207,0,1
280,265804194,42.9974297,-76.132387,116.733315,5,1
280,1233186384,43.0750112,-76.1289704,111.7923017,6,1
280,432814178,43.0046488,-76.0687249,999,-1,1
280,1581941446,43.0224422,-76.2365428,999,-1,1
280,2014572005,43.051301,-76.213973,999,-1,1
280,855323113,43.0787077,-76.1218484,127.9971092,6,1
280,977034077,43.0165499,-76.1337889,137.4304271,5,1
280,1887555076,43.0806512,-76.1531842,137.3297755,7,1
280,894664362,43.03106,-76.1320224,134.9475024,3,1
280,871780988,43.0420127,-76.2567689,999,-1,1
280,1405662074,43.0209771,-76.1316791,137.2893776,0,1
280,1970927279,43.0259676,-76.1349115,138.5322453,3,1
280,254097953,43.0518572,-76.2405239,999,-1,1
280,1808679382,43.0436765,-76.2223002,999,-1,1
280,1242667807,43.0627721,-76.1737903,122.0413514,7,1
280,820793972,43.0779445,-76.1720475,128.6327191,7,1
280,624124955,43.0757763,-76.1679997,126.2270322,7,1
280,247593995,43.0378471,-76.0472291,999,-1,1
280,1917132249,43.0827767,-76.1255994,129.4691907,6,1
280,759674601,43.017639,-76.0286251,999,-1,1
290,533586463,43.0211543,-76.1161695,127.4230839,0,1
290,1233186384,43.073391,-76.1289704,109.607775,6,1
290,581385853,43.0211604,-76.1132994,125.2301806,0,1
290,319618935,43.0809626,-76.1287718,125.6560706,6,1
290,2027308069,43.0821702,-76.1422245,131.0888046,6,1
290,1581941446,43.0224422,-76.2343345,999,-1,1
290,2014572005,43.051301,-76.2117637,999,-1,1
290,855323113,43.0770875,-76.1218484,126.767411,6,1
290,265804194,42.9974297,-76.1301796,122.4553663,5,1
290,432814178,43.0046488,-76.0709326,999,-1,1
290,624124955,43.0757763,-76.1657895,127.4052911,7,1
290,254097953,43.0534774,-76.2405239,999,-1,1
290,759674601,43.0160187,-76.0286251,999,-1,1
290,820793972,43.0779445,-76.1698372,128.8189889,7,1
290,871780988,43.0403925,-76.2567689,999,-1,1
290,1808679382,43.0420563,-76.2223002,999,-1,1
290,247593995,43.0362268,-76.0472291,999,-1,1
290,1242667807,43.0611518,-76.1737903,125.261674,7,1
290,1917132249,43.0826147,-76.1247152,129.9605481,6,1
290,894664362,43.0294397,-76.1320224,136.2389504,3,1
290,1405662074,43.0193568,-76.1316791,136.9514463,0,1
290,1970927279,43.0243474,-76.1349115,139.5384546,3,1
290,1887555076,43.0806512,-76.1509738,135.2672295,6,1
290,977034077,43.0149296,-76.1337889,136.2780875,5,1
295,265804194,42.9974297,-76.1290759,107.2044081,5,-1
300,581385853,43.0211604,-76.1110912,123.8199271,0,1
300,319618935,43.0809626,-76.1265614,126.6840439,6,1
300,1233186384,43.0717707,-76.1289704,113.0479611,6,1
300,855323113,43.0754672,-76.1218484,125.8660401,6,1
300,2027308069,43.0821702,-76.140014,129.8591734,6,1
300,432814178,43.0046488,-76.0731402,999,-1,1
300,1581941446,43.0224422,-76.2321262,999,-1,1
300,533586463,43.0211543,-76.1139613,999,-1,1
300,2014572005,43.051301,-76.2095544,999,-1,1
300,894664362,43.0278195,-76.1320224,137.4167877,3,1
300,1917132249,43.0809945,-76.1247152,128.1446934,6,1
300,871780988,43.0387722,-76.2567689,999,-1,1
300,1808679382,43.040436,-76.2223002,999,-1,1
300,977034077,43.0133093,-76.1337889,135.0228423,5,1
300,820793972,43.0779445,-76.167627,129.3535426,7,1
300,247593995,43.0346065,-76.0472291,999,-1,1
300,254097953,43.0550977,-76.2405239,999,-1,1
300,759674601,43.0143984,-76.0286251,999,-1,1
300,1405662074,43.0177365,-76.1316791,136.7072327,0,1
300,1242667807,43.0595316,-76.1737903,127.8550338,7,1
300,624124955,43.0757763,-76.1635793,128.7891326,7,1
300,1887555076,43.0806512,-76.1487634,134.0148055,6,1
300,1970927279,43.0227271,-76.1349115,139.1621191,0,1
305,581385853,43.0211604,-76.1099871,123.4022489,0,-1
309,533586463,43.0211543,-76.1119739,124.4620814,0,-1
310,1581941446,43.0224422,-76.2299179,999,-1,1
310,518315245,43.0364461,-76.1340069,129.0869616,3,1
310,319618935,43.0809626,-76.124351,999,-1,1
310,855323113,43.073847,-76.1218484,125.4754039,6,1
310,2027308069,43.0821702,-76.1378036,128.7320609,6,1
310,2014572005,43.051301,-76.2073451,999,-1,1
310,432814178,43.0046488,-76.0753479,999,-1,1
310,1233186384,43.0701505,-76.1289704,117.7417017,6,1
310,759674601,43.0127782,-76.0286251,999,-1,1
310,871780988,43.0371519,-76.2567689,999,-1,1
310,1242667807,43.0580733,-76.1735694,130.0230117,7,1
310,247593995,43.0329863,-76.0472291,999,-1,1
310,1970927279,43.0211069,-76.1349115,138.8240582,0,1
310,894664362,43.0261992,-76.1320224,138.4989741,3,1
310,977034077,43.0116891,-76.1337889,133.6470052,5,1
310,624124955,43.0757763,-76.1613691,130.2374209,7,1
310,1808679382,43.0388158,-76.2223002,999,-1,1
310,1917132249,43.0793742,-76.1247152,126.2016514,6,1
310,1887555076,43.0806512,-76.1465531,132.6729092,6,1
310,1405662074,43.0161163,-76.1316791,136.5681602,0,1
310,254097953,43.056718,-76.2405239,999,-1,1
310,820793972,43.0779445,-76.1654167,130.1588982,7,1
320,319618935,43.0809626,-76.1221407,129.4571208,6,1
320,855323113,43.0722267,-76.1218484,125.6930072,6,1
320,2014572005,43.051301,-76.2051358,999,-1,1
320,432814178,43.0046488,-76.0775555,999,-1,1
320,2027308069,43.0821702,-76.1355932,127.8189362,6,1
320,518315245,43.0348258,-76.1340069,131.0719415,3,1
320,1233186384,43.0685303,-76.1289704,121.6692108,6,1
320,1581941446,43.0224422,-76.2277096,999,-1,1
320,1970927279,43.0201347,-76.1340282,138.3207666,0,1
320,894664362,43.024579,-76.1320224,138.4468987,0,1
320,1887555076,43.0806512,-76.1443427,131.2435428,6,1
320,1917132249,43.077754,-76.1247152,124.2237425,6,1
320,759674601,43.0111579,-76.0286251,999,-1,1
320,1242667807,43.0580733,-76.1713598,129.9615792,7,1
320,247593995,43.031366,-76.0472291,999,-1,1
320,871780988,43.0355317,-76.2567689,999,-1,1
320,1808679382,43.0371955,-76.2223002,999,-1,1
320,977034077,43.0100688,-76.1337889,132.1291958,5,1
320,1405662074,43.014496,-76.1316791,135.6780903,5,1
320,624124955,43.0757763,-76.1591589,131.6673237,7,1
320,820793972,43.0779445,-76.1632064,131.142378,7,1
320,254097953,43.0583382,-76.2405239,999,-1,1
330,518315245,43.0332055,-76.1340069,132.7972125,3,1
330,319618935,43.0809625,-76.1199303,130.9175683,6,1
330,1233186384,43.06691,-76.1289704,124.8302079,6,1
330,432814178,43.0046488,-76.0797632,999,-1,1
330,855323113,43.0706065,-76.1218484,126.4630292,6,1
330,2014572005,43.051301,-76.2029265,999,-1,1
330,1581941446,43.0224422,-76.2255013,999,-1,1
330,2027308069,43.0821702,-76.1333828,127.2500076,6,1
330,820793972,43.0779445,-76.1609961,132.2220298,7,1
330,1917132249,43.0761337,-76.1247152,136.5182519,6,1
330,759674601,43.0095376,-76.0286251,999,-1,1
330,977034077,43.0084485,-76.1337889,130.4444092,5,1
330,1242667807,43.0580733,-76.1691502,130.2084047,7,1
330,1405662074,43.0128757,-76.1316791,134.3309078,5,1
330,871780988,43.0339114,-76.2567689,999,-1,1
330,1970927279,43.0201347,-76.13182,137.2525099,0,1
330,624124955,43.0757763,-76.1569487,133.0375862,7,1
330,1887555076,43.0806512,-76.1421323,129.7421809,6,1
330,894664362,43.0229587,-76.1320224,137.9644104,0,1
330,254097953,43.0599585,-76.2405239,999,-1,1
330,247593995,43.0297458,-76.0472291,999,-1,1
330,1808679382,43.0355753,-76.2223002,999,-1,1
340,1581941446,43.0224422,-76.2232931,999,-1,1
340,432814178,43.0046488,-76.0819708,139.6446733,0,1
340,319618935,43.0799904,-76.1199303,130.4826636,6,1
340,2014572005,43.051301,-76.2007171,999,-1,1
340,1233186384,43.0652898,-76.1289704,127.4287985,6,1
340,518315245,43.0315853,-76.1340069,134.3223586,3,1
340,855323113,43.0689862,-76.1218484,127.6168884,6,1
340,2027308069,43.0821701,-76.1311723,127.1295526,6,1
340,1405662074,43.0112555,-76.1316791,136.823301,0,1
340,1887555076,43.0806512,-76.1399219,128.2112323,6,1
340,1970927279,43.0201347,-76.1296118,136.0973815,0,1
340,871780988,43.0322912,-76.2567689,999,-1,1
340,894664362,43.0213384,-76.1320224,137.5419218,0,1
340,951453986,43.0764769,-76.1755324,999,-1,1
340,1808679382,43.033955,-76.2223002,999,-1,1
340,759674601,43.0079174,-76.0286251,999,-1,1
340,624124955,43.0757763,-76.1547385,134.3313482,7,1
340,1242667807,43.0580733,-76.1669407,130.730737,7,1
340,247593995,43.0281255,-76.0472291,999,-1,1
340,1917132249,43.0745135,-76.1247152,135.1831582,6,1
340,977034077,43.0068283,-76.1337889,128.5661215,5,1
340,966167451,43.0363596,-76.1303956,999,-1,1
340,820793972,43.0779445,-76.1587859,133.3373055,7,1
340,254097953,43.0615787,-76.2405239,999,-1,1
350,2014572005,43.051301,-76.1985078,999,-1,1
350,1581941446,43.0224422,-76.2210848,999,-1,1
350,518315245,43.029965,-76.1340069,135.6887031,3,1
350,1233186384,43.0636695,-76.1289704,129.6202398,6,1
350,2027308069,43.0821701,-76.1289619,127.4822837,6,1
350,432814178,43.0046488,-76.0841785,138.7795476,0,1
350,855323113,43.067366,-76.1218484,128.9721377,6,1
350,319618935,43.0783702,-76.1199303,129.4039746,6,1
350,1242667807,43.0580733,-76.1647311,131.4677618,7,1
350,1917132249,43.0728932,-76.1247152,135.1042857,6,1
350,1405662074,43.0096352,-76.1316791,131.1567384,5,1
350,977034077,43.005208,-76.1337889,126.4747355,5,1
350,820793972,43.0779445,-76.1565756,134.4485755,7,1
350,951453986,43.0764769,-76.1733221,126.5215278,7,1
350,1970927279,43.0201347,-76.1274036,134.8421644,0,1
350,759674601,43.0062971,-76.0286251,999,-1,1
350,966167451,43.0347393,-76.1303956,131.826378,3,1
350,1887555076,43.0806512,-76.1377116,126.741373,6,1
350,254097953,43.063199,-76.2405239,999,-1,1
350,1808679382,43.0323347,-76.2223002,999,-1,1
