Time_Step,UAV_ID,Latitude,Longitude,Signal_strength,Current_Basestation,Finished
220,1349696899,43.0126175,-76.1289996,131.9493007,2,1
220,2040382279,43.0316348,-76.130596,132.8700224,5,1
220,961129794,43.0377417,-76.1322773,125.3387321,5,1
220,1705551013,43.0515426,-76.2227741,126.7050529,7,1
220,995577767,43.075626,-76.1515085,132.7889578,8,1
220,734333482,43.0375779,-76.1632796,138.4223216,5,1
220,426032967,43.0320933,-76.0426252,129.2380702,6,1
220,1723823712,43.0372491,-76.1490292,131.1546133,5,1
220,1847469172,43.0770842,-76.154717,132.616147,9,1
220,308936304,43.0073448,-76.1344616,126.4430117,2,1
230,961129794,43.0377417,-76.1344861,125.3387321,5,1
230,734333482,43.0391982,-76.1632796,138.0716956,5,1
230,426032967,43.0320933,-76.0448339,127.4337368,6,1
230,308936304,43.0057246,-76.1344616,123.8301402,2,1
230,1024172633,43.0207489,-76.1339807,137.2448811,3,1
230,2040382279,43.0300145,-76.130596,134.3776325,5,1
230,1723823712,43.0372491,-76.151238,132.4502897,5,1
230,1349696899,43.0109973,-76.1289996,130.0989404,2,1
230,1705551013,43.0515426,-76.2205648,126.7050529,7,1
230,995577767,43.075626,-76.1492983,131.0621005,8,1
230,1847469172,43.0770842,-76.1525068,133.7551437,8,1
240,1847469172,43.0770842,-76.1502965,132.178553,8,1
240,1024172633,43.0191286,-76.1339807,137.0378645,3,1
240,995577767,43.075626,-76.1470881,129.0588537,8,1
240,2040382279,43.0283942,-76.130596,135.7359528,5,1
240,1723823712,43.0372491,-76.1534468,133.7131287,5,1
240,1349696899,43.009377,-76.1289996,127.9415915,2,1
240,961129794,43.0377417,-76.136695,125.3387321,5,1
240,734333482,43.0408184,-76.1632796,137.7977787,5,1
240,308936304,43.0041043,-76.1344616,120.8326745,2,1
240,1705551013,43.0515426,-76.2183555,126.7050529,7,1
240,426032967,43.0320933,-76.0470425,125.5766359,6,1
250,618188925,43.0372844,-76.134231,126.7050529,5,1
250,426032967,43.0320933,-76.0492511,123.8301402,6,1
250,1723823712,43.0372491,-76.1556556,134.9181306,5,1
250,1024172633,43.0181564,-76.1333182,136.3688862,3,1
250,995577767,43.075626,-76.1448779,126.7050529,8,1
250,1847469172,43.0770842,-76.1480863,130.3954374,8,1
250,308936304,43.002484,-76.1344616,117.6163754,2,1
250,1349696899,43.0077567,-76.1289996,125.3387321,2,1
250,1705551013,43.0515426,-76.2161461,127.1999678,7,1
250,961129794,43.0377417,-76.1389038,125.3387321,5,1
250,2040382279,43.026774,-76.130596,136.9724914,5,1
250,734333482,43.0424387,-76.1632796,137.6056735,5,1
256,308936304,43.002322,-76.1349031,118.5653608,2,-1
260,1847469172,43.0770842,-76.145876,128.3544208,8,1
260,1723823712,43.0372491,-76.1578644,136.0562626,5,1
260,618188925,43.0372844,-76.1364398,126.7050529,5,1
260,1349696899,43.0061365,-76.1289996,122.1237135,2,1
260,426032967,43.0320933,-76.0514598,122.507239,6,1
260,734333482,43.0440589,-76.1632796,137.505403,5,1
260,1024172633,43.0181564,-76.1311101,135.0782763,3,1
260,995577767,43.075626,-76.1426677,123.8301402,8,1
260,2040382279,43.0251537,-76.130596,136.887013,3,1
260,961129794,43.0377417,-76.1411126,125.9484709,5,1
260,1705551013,43.0515426,-76.2139368,128.0979394,7,1
270,734333482,43.0456792,-76.1632796,137.505403,5,1
270,1705551013,43.0515426,-76.2117275,129.2380702,7,1
270,1847469172,43.0770842,-76.1436658,125.9484709,8,1
270,961129794,43.0377417,-76.1433215,127.0183296,5,1
270,1349696899,43.0045162,-76.1289996,117.8459643,2,1
270,618188925,43.0372844,-76.1386486,126.7050529,5,1
270,1024172633,43.0181564,-76.128902,133.6456216,3,1
270,995577767,43.075626,-76.1404575,120.1596198,8,1
270,1723823712,43.0372491,-76.1600733,137.1288393,5,1
270,2040382279,43.0235335,-76.130596,136.327634,3,1
270,426032967,43.0320933,-76.0536684,122.0002165,6,1
280,868792410,43.0821052,-76.1798645,128.0979394,9,1
280,1723823712,43.0372491,-76.1622821,138.1377862,5,1
280,995577767,43.075626,-76.1382473,115.1012173,8,1
280,1349696899,43.0028959,-76.1289996,111.6195502,2,1
280,618188925,43.0372844,-76.1408574,127.1999678,5,1
280,961129794,43.0377417,-76.1455303,128.3544208,5,1
280,2040382279,43.0219132,-76.130596,135.8364512,3,1
280,1705551013,43.0515426,-76.2095182,130.5035611,7,1
280,734333482,43.0463273,-76.1643841,138.0957673,5,1
280,426032967,43.0320933,-76.055877,122.507239,6,1
280,1024172633,43.0181564,-76.1266938,132.0357438,3,1
280,1847469172,43.0770842,-76.1414555,123.0907171,8,1
290,2040382279,43.0202929,-76.130596,135.4444678,3,1
290,995577767,43.075626,-76.1360372,107.1158817,8,1
290,734333482,43.0463273,-76.1665933,138.6777972,9,1
290,1705551013,43.0515426,-76.2073088,131.8039422,7,1
290,868792410,43.0821052,-76.1776541,127.1999678,9,1
290,426032967,43.0320933,-76.0580856,122.0002165,6,1
290,1723823712,43.0383833,-76.1627238,138.2392713,5,1
290,1024172633,43.0181564,-76.1244857,130.2095423,3,1
290,618188925,43.0372844,-76.1430662,128.0979394,5,1
290,961129794,43.0377417,-76.1477391,129.7841646,5,1
290,1349696899,43.0028959,-76.1270128,113.3363503,2,1
290,1847469172,43.0770842,-76.1392453,119.5999386,8,1
296,1349696899,43.0028959,-76.1256882,111.6195502,2,-1
300,1847469172,43.0770842,-76.1370351,115.4477493,8,1
300,995577767,43.075626,-76.133827,96.64727528,8,1
300,1723823712,43.0400035,-76.1627238,137.9263235,5,1
300,1024172633,43.0181564,-76.1222776,128.0979394,3,1
300,868792410,43.0821052,-76.1754436,126.7050529,9,1
300,2040382279,43.0186727,-76.130596,135.168912,3,1
300,961129794,43.0377417,-76.149948,131.2261163,5,1
300,1705551013,43.0515426,-76.2050995,133.0925907,7,1
300,618188925,43.0372844,-76.1452751,129.2380702,5,1
300,734333482,43.0463273,-76.1688024,138.5912649,9,1
300,426032967,43.0320933,-76.0602943,122.507239,6,1
310,1723823712,43.0416238,-76.1627238,137.6927816,5,1
310,868792410,43.0821052,-76.1732332,126.7050529,9,1
310,1024172633,43.0181564,-76.1200694,125.5766359,3,1
310,995577767,43.075626,-76.1316168,107.1158817,8,1
310,1705551013,43.0515426,-76.2028902,134.3215255,7,1
310,734333482,43.0463273,-76.1710116,138.5912649,9,1
310,426032967,43.0320933,-76.0625029,123.8301402,6,1
310,2075994337,43.0366355,-76.12976,127.1999678,5,1
310,961129794,43.0377417,-76.1521568,132.616147,5,1
310,1847469172,43.0770842,-76.1348248,111.6195502,8,1
310,2040382279,43.0185106,-76.1288294,133.6456216,3,1
310,267036643,43.0409994,-76.0357525,132.7708748,6,1
310,618188925,43.0372844,-76.1474839,130.5035611,5,1
320,426032967,43.0320933,-76.0647115,125.5766359,6,1
320,1705551013,43.0515426,-76.2006808,135.4959507,7,1
320,995577767,43.075626,-76.1294066,96.64727528,8,1
320,734333482,43.0463273,-76.1732207,138.5912649,9,1
320,868792410,43.0821052,-76.1710228,126.7050529,9,1
320,2040382279,43.0185106,-76.1266213,132.0357438,3,1
320,1723823712,43.0432441,-76.1627238,137.5430949,5,1
320,267036643,43.0409994,-76.0379614,131.0311164,6,1
320,2075994337,43.0350152,-76.12976,129.4148549,5,1
320,961129794,43.0377417,-76.1543656,133.9301418,5,1
320,1847469172,43.0770842,-76.1326146,111.6195502,8,1
320,618188925,43.0372844,-76.1496927,131.8039422,5,1
320,1024172633,43.0181564,-76.1178613,122.507239,3,1
330,961129794,43.0377417,-76.1565745,135.168912,5,1
330,995577767,43.075626,-76.1271964,107.1158817,8,1
330,734333482,43.0463273,-76.1754298,138.5912649,9,1
330,1847469172,43.0770842,-76.1304043,111.6195502,8,1
330,267036643,43.0409994,-76.0401704,129.0227127,6,1
330,2075994337,43.0333949,-76.12976,131.3174759,5,1
330,1705551013,43.0515426,-76.1984715,136.6002137,7,1
330,2040382279,43.0185106,-76.1244132,130.2095423,3,1
330,1024172633,43.0181564,-76.1156532,118.5653608,3,1
330,618188925,43.0372844,-76.1519015,133.0925907,5,1
330,1723823712,43.0448643,-76.1627238,137.4991104,5,1
330,426032967,43.0320933,-76.0669202,127.4337368,6,1
330,868792410,43.0821052,-76.1688124,126.7050529,9,1
340,618188925,43.0372844,-76.1541103,134.3215255,5,1
340,734333482,43.0463273,-76.177639,138.6777972,9,1
340,1024172633,43.0181564,-76.1134451,113.3363503,3,1
340,1705551013,43.0515426,-76.1962622,137.6430769,7,1
340,1847469172,43.0770842,-76.1281941,111.6195502,8,1
340,2040382279,43.0185106,-76.122205,128.0979394,3,1
340,961129794,43.0377417,-76.1587833,136.327634,5,1
340,995577767,43.075626,-76.1249862,115.1012173,8,1
340,267036643,43.0409994,-76.0423793,126.6472753,6,1
340,426032967,43.0320932,-76.0691288,129.2380702,6,1
340,428102867,43.0363669,-76.1315329,127.9415915,5,1
340,1723823712,43.0463225,-76.1627238,137.5430949,5,1
340,868792410,43.0821052,-76.1666019,127.1999678,9,1
340,2075994337,43.0317747,-76.12976,132.9951287,5,1
350,267036643,43.0409994,-76.0445883,123.7399749,6,1
350,734333482,43.0469754,-76.1787436,138.7466116,9,1
350,426032967,43.0320932,-76.0713374,130.9273004,6,1
350,618188925,43.0372844,-76.1563191,135.4959507,5,1
350,868792410,43.0821052,-76.1643915,128.0979394,9,1
350,961129794,43.0377417,-76.1609921,137.4106933,5,1
350,1847469172,43.0770842,-76.1259838,115.4477493,8,1
350,1024172633,43.0181564,-76.1112369,107.1158817,3,1
350,2075994337,43.0301544,-76.12976,134.4811946,5,1
350,1705551013,43.0515426,-76.1940529,138.6259468,7,1
350,428102867,43.0347466,-76.1315329,130.0989404,5,1
350,1723823712,43.0463225,-76.164933,138.6259468,5,1
350,2040382279,43.0185106,-76.1199969,125.5766359,3,1
350,995577767,43.075626,-76.122776,120.1596198,8,1
359,1024172633,43.0181564,-76.1092496,105.6781752,3,-1
360,961129794,43.0380657,-76.1625383,138.4223216,5,1
360,1705551013,43.0517046,-76.1925063,138.8378024,9,1
360,428102867,43.0331264,-76.1315329,131.9493007,5,1
360,868792410,43.0821052,-76.1621811,129.2380702,9,1
360,734333482,43.0485956,-76.1787436,137.6927816,9,1
360,1847469172,43.0770842,-76.1237736,119.5999386,8,1
360,426032967,43.0320932,-76.073546,132.4780796,6,1
360,2040382279,43.0185106,-76.1177887,122.507239,3,1
360,995577767,43.075626,-76.1205658,123.8301402,8,1
360,267036643,43.0409994,-76.0467972,119.9918128,6,1
360,1723823712,43.0463225,-76.1671421,138.6259468,9,1
360,618188925,43.0372844,-76.1585279,136.6002137,5,1
360,2075994337,43.0285342,-76.12976,135.8221416,5,1
370,961129794,43.039686,-76.1625383,138.0716956,5,1
370,1878533585,43.0761152,-76.1754263,122.1237135,9,1
370,267036643,43.0409994,-76.0490062,114.709075,6,1
370,868792410,43.0821052,-76.1599707,130.5035611,9,1
370,1723823712,43.0463225,-76.1693513,138.5854755,9,1
370,905400946,43.0391834,-76.130991,122.507239,5,1
370,1847469172,43.0770842,-76.1215633,123.0907171,8,1
370,2040382279,43.0185106,-76.1155806,118.5653608,3,1
370,995577767,43.075626,-76.1183556,126.7050529,8,1
370,426032967,43.0320932,-76.0757547,133.9052856,6,1
370,2075994337,43.0269139,-76.12976,137.0378645,3,1
370,1705551013,43.0517046,-76.190297,138.1617363,9,1
370,618188925,43.0372844,-76.1607368,137.6430769,5,1
370,428102867,43.0315061,-76.1315329,133.577763,5,1
370,734333482,43.0502159,-76.1787436,136.5393785,9,1
380,428102867,43.0298859,-76.1315329,135.0251128,5,1
380,618188925,43.0372844,-76.1629456,138.6259468,5,1
380,961129794,43.0413062,-76.1625383,137.7977787,5,1
380,267036643,43.0409994,-76.0512151,105.6781752,6,1
380,868792410,43.0821052,-76.1577602,131.8039422,9,1
380,734333482,43.0518361,-76.1787436,135.2887871,9,1
380,426032967,43.0320932,-76.0779633,135.2214932,6,1
380,2075994337,43.0252936,-76.12976,136.3688862,3,1
380,2040382279,43.0185106,-76.1133724,113.3363503,3,1
380,995577767,43.075626,-76.1161454,129.0588537,8,1
380,1878533585,43.0761152,-76.1732161,122.1237135,9,1
380,905400946,43.0408037,-76.130991,118.5653608,5,1
380,1705551013,43.0517046,-76.1880877,137.505403,9,1
380,1723823712,43.0463225,-76.1715604,138.6259468,9,1
380,1847469172,43.0770842,-76.1193531,125.9484709,8,1
390,995577767,43.075626,-76.1139352,131.0621005,8,1
390,1847469172,43.0770842,-76.1171429,128.3544208,8,1
390,618188925,43.0384186,-76.1633873,138.2392713,5,1
390,2075994337,43.0236734,-76.12976,135.7575535,3,1
390,1705551013,43.0517046,-76.1858783,136.887013,9,1
390,428102867,43.0282656,-76.1315329,136.327634,5,1
390,267036643,43.0409994,-76.0534241,#NAME?,6,1
390,905400946,43.0424239,-76.130991,113.3363503,5,1
390,1878533585,43.0761152,-76.1710059,122.1237135,9,1
390,426032967,43.0320932,-76.0801719,136.4305208,6,1
390,1723823712,43.0463225,-76.1737695,138.5854755,9,1
390,734333482,43.0518361,-76.180732,135.6274087,9,1
390,961129794,43.0429265,-76.1625383,137.6056735,5,1
390,2040382279,43.0185106,-76.1111643,107.1158817,3,1
390,868792410,43.0821052,-76.1555498,133.0925907,9,1
400,428102867,43.0266454,-76.1315329,137.505403,5,1
400,961129794,43.0445467,-76.1625383,137.505403,5,1
400,2075994337,43.0220531,-76.12976,135.2214932,3,1
400,2040382279,43.0185106,-76.1089562,107.1158817,3,-1
400,1723823712,43.0463225,-76.1759787,138.6259468,9,1
400,734333482,43.0518361,-76.1829413,136.0703174,9,1
400,1705551013,43.0517046,-76.183669,136.327634,9,1
400,426032967,43.0320932,-76.0823806,137.5430949,6,1
400,618188925,43.0400389,-76.1633873,137.9263235,5,1
400,656379405,43.080849,-76.1753192,129.0588537,9,1
400,1878533585,43.0761152,-76.1687957,122.1237135,9,1
400,995577767,43.075626,-76.111725,132.7889578,8,1
400,267036643,43.0409994,-76.055633,105.6781752,6,1
400,478569713,43.0376926,-76.1356572,125.5766359,5,1
400,868792410,43.0821052,-76.1533394,133.9052856,8,1
400,905400946,43.0440442,-76.130991,107.1158817,5,1
400,1847469172,43.0770842,-76.1149326,130.3954374,8,1
410,905400946,43.0456644,-76.130991,107.1158817,5,1
410,478569713,43.0376926,-76.137866,125.2745506,5,1
410,2075994337,43.0204329,-76.12976,134.7870314,3,1
410,1705551013,43.0517046,-76.1814597,135.8364512,9,1
410,961129794,43.046005,-76.1625383,137.505403,5,1
410,995577767,43.075626,-76.1095149,134.3215255,8,1
410,428102867,43.0250251,-76.1315329,137.1288393,3,1
410,1723823712,43.0463225,-76.1781878,138.7466116,9,1
410,618188925,43.0416591,-76.1633873,137.6927816,5,1
410,1878533585,43.0761152,-76.1665855,123.0907171,9,1
410,1847469172,43.0770842,-76.1127224,132.178553,8,1
410,426032967,43.0324173,-76.0839266,138.0716956,6,1
410,267036643,43.0409994,-76.057842,#NAME?,6,1
410,868792410,43.0821052,-76.151129,132.3758922,8,1
410,734333482,43.0518361,-76.1851506,136.6002137,9,1
410,656379405,43.0792287,-76.1753192,127.9415915,9,1
420,618188925,43.0432794,-76.1633873,137.5430949,5,1
420,656379405,43.0776085,-76.1753192,125.3387321,9,1
420,478569713,43.0376926,-76.1400748,125.5766359,5,1
420,426032967,43.0330654,-76.0850309,138.4457548,6,1
420,734333482,43.0518361,-76.18736,137.1934345,9,1
420,267036643,43.0409994,-76.0600509,105.6781752,6,1
420,905400946,43.0472847,-76.130991,107.1158817,5,1
420,995577767,43.0741677,-76.1095149,134.3215255,8,1
420,1878533585,43.0761152,-76.1643753,124.6822288,9,1
420,868792410,43.0821052,-76.1489185,130.6534425,8,1
420,1705551013,43.0517046,-76.1792503,135.4444678,9,1
420,428102867,43.0234048,-76.1315329,136.6406132,3,1
420,1847469172,43.0770842,-76.1105121,133.7551437,8,1
420,2075994337,43.0194607,-76.1290975,134.4811946,3,1
420,961129794,43.046005,-76.1647474,138.059643,5,1
420,1723823712,43.0476187,-76.1784087,138.2273728,9,1
430,868792410,43.0821052,-76.1467081,128.6928511,8,1
430,1705551013,43.0517046,-76.177041,135.168912,9,1
430,2075994337,43.0194607,-76.1268894,132.9951287,3,1
430,734333482,43.0518361,-76.1895693,137.8346354,9,1
430,1878533585,43.0761152,-76.1621651,126.5017002,9,1
430,267036643,43.0409994,-76.0622599,114.709075,6,1
430,428102867,43.0217846,-76.1315329,136.2378034,3,1
430,995577767,43.0725475,-76.1095149,134.3215255,8,1
430,905400946,43.0489049,-76.130991,107.1158817,5,1
430,426032967,43.0330654,-76.0872396,138.9057791,0,1
430,1033223394,43.0367156,-76.0487776,117.8459643,6,1
430,1723823712,43.0485909,-76.1790715,137.6927816,9,1
430,1713451707,43.0377453,-76.1350121,125.3387321,5,1
430,656379405,43.0759882,-76.1753192,122.1237135,9,1
430,961129794,43.046005,-76.1669566,139.1020424,5,1
430,618188925,43.0448996,-76.1633873,137.4991104,5,1
430,1847469172,43.0770842,-76.1085229,135.168912,8,1
430,847121437,43.0502056,-76.2357137,132.4038411,7,1
430,478569713,43.0376926,-76.1422837,126.4430117,5,1
440,656379405,43.074368,-76.1753192,117.8459643,9,1
440,1033223394,43.0367156,-76.0509864,111.6195502,6,1
440,426032967,43.0330654,-76.0894483,138.5854755,0,1
440,847121437,43.0485853,-76.2357137,133.577763,7,1
440,618188925,43.0463578,-76.1633873,137.5430949,5,1
440,1878533585,43.0761152,-76.1599549,128.3544208,9,1
440,428102867,43.0201643,-76.1315329,135.9290821,3,1
440,478569713,43.0376926,-76.1444925,127.6633852,5,1
440,868792410,43.0821052,-76.1444977,126.4430117,8,1
440,1713451707,43.0377453,-76.1372209,125.3387321,5,1
440,1705551013,43.0517046,-76.1748317,135.0251128,9,1
440,995577767,43.0709273,-76.1095149,134.3215255,8,1
440,905400946,43.0505252,-76.130991,113.3363503,5,1
440,1847469172,43.0754639,-76.1085229,135.0251128,8,1
440,961129794,43.046005,-76.1691657,139.1020424,9,1
440,734333482,43.0518361,-76.1917786,138.4983258,9,1
440,1723823712,43.0485909,-76.1812807,137.9263235,9,1
440,2075994337,43.0194607,-76.1246812,131.3174759,3,1
440,267036643,43.0409994,-76.0644688,119.9918128,6,1
450,961129794,43.046005,-76.1713748,139.1020424,9,1
450,1847469172,43.0738437,-76.1085229,135.0251128,8,1
450,905400946,43.0521455,-76.130991,118.5653608,5,1
450,995577767,43.069307,-76.1095149,134.4811946,8,1
450,847121437,43.046965,-76.2357137,134.7326636,7,1
450,2075994337,43.0194607,-76.122473,129.4148549,3,1
450,656379405,43.0727477,-76.1753192,111.6195502,9,1
450,428102867,43.018544,-76.1315329,135.7359528,3,1
450,1033223394,43.0367156,-76.0531952,101.1341116,6,1
450,1705551013,43.0517046,-76.1726223,135.0251128,9,1
450,1723823712,43.0485909,-76.1834899,138.2392713,9,1
450,267036643,43.0409994,-76.0666778,123.7399749,6,1
450,426032967,43.0330654,-76.0916569,137.9688915,3,1
450,1713451707,43.0377453,-76.1394297,125.3387321,5,1
450,618188925,43.0463578,-76.1655965,138.6259468,5,1
450,1878533585,43.0761152,-76.1577446,130.0989404,9,1
450,868792410,43.0821052,-76.1422873,123.8301402,8,1
450,734333482,43.0518361,-76.193988,138.6259468,7,1
450,478569713,43.0376926,-76.1467013,129.0588537,5,1
460,1878533585,43.0761152,-76.1555344,131.7159423,9,1
460,656379405,43.0711275,-76.1753192,101.1341116,9,1
460,2075994337,43.0194607,-76.1202648,127.1999678,3,1
460,961129794,43.046005,-76.1735839,139.1020424,9,1
460,192123070,43.0373959,-76.1350596,125.5766359,5,1
460,1713451707,43.0377453,-76.1416386,125.9484709,5,1
460,995577767,43.0676868,-76.1095149,133.5607429,0,1
460,1705551013,43.0517046,-76.170413,135.0251128,9,1
460,1847469172,43.0722234,-76.1085229,135.0251128,8,1
460,267036643,43.0409994,-76.0688867,126.6472753,6,1
460,618188925,43.0463578,-76.1678056,138.6259468,9,1
460,1723823712,43.0485909,-76.1856992,138.6259468,9,1
460,1033223394,43.0367156,-76.055404,101.1341116,6,1
460,478569713,43.0376926,-76.1489102,130.5035611,5,1
460,847121437,43.0453448,-76.2357137,135.8364512,7,1
460,426032967,43.0330654,-76.0938656,137.3980132,3,1
460,734333482,43.0518361,-76.1961973,137.6430769,7,1
460,905400946,43.0537657,-76.130991,122.507239,5,1
460,1227842402,43.0800992,-76.1744488,129.0588537,9,1
460,428102867,43.0169238,-76.1315329,135.6781752,3,1
460,868792410,43.0821052,-76.1400768,120.8326745,8,1
470,428102867,43.0153035,-76.1315329,134.3776325,2,1
470,961129794,43.046005,-76.1757931,139.1020424,9,1
470,868792410,43.0821052,-76.1378664,117.6163754,8,1
470,905400946,43.055386,-76.130991,125.5766359,5,1
470,656379405,43.0695072,-76.1753192,101.1341116,9,1
470,426032967,43.0330654,-76.0960743,136.8738126,3,1
470,847121437,43.0437245,-76.2357137,136.8738126,4,1
470,1723823712,43.0489149,-76.1872456,138.6143964,9,1
470,1033223394,43.0367156,-76.0576128,101.1341116,6,1
470,1227842402,43.0800992,-76.1722385,129.0588537,9,1
470,1847469172,43.0706032,-76.1085229,135.0251128,8,1
470,734333482,43.0518361,-76.1984067,136.6002137,7,1
470,618188925,43.0463578,-76.1700148,138.5854755,9,1
470,1713451707,43.0377453,-76.1438474,127.0183296,5,1
470,2075994337,43.0194607,-76.1180567,124.5808366,3,1
470,478569713,43.0376926,-76.151119,131.9300131,5,1
470,995577767,43.0660665,-76.1095149,132.1501161,0,1
470,1878533585,43.0761152,-76.1533242,133.2068409,9,1
470,192123070,43.0373959,-76.1372684,125.2745506,5,1
470,267036643,43.0409994,-76.0710957,129.0227127,6,1
470,1705551013,43.0517046,-76.1682037,135.0251128,9,1
480,267036643,43.0409994,-76.0733046,131.0311164,6,1
480,847121437,43.0421043,-76.2357137,135.7575535,4,1
480,656379405,43.067887,-76.1753192,101.1341116,9,1
480,995577767,43.0644463,-76.1095149,130.6534425,0,1
480,1847469172,43.0689829,-76.1085229,134.5760652,0,1
480,961129794,43.0460049,-76.1780022,139.1797273,9,1
480,2075994337,43.0194607,-76.1158485,121.4295194,3,1
