Time_Step,UAV_ID,Latitude,Longitude,Signal_strength,Current_Basestation,Finished
630,1079090470,43.0381633,-76.1150833,134.5603013,5,1
630,1187793717,43.0359071,-76.0760635,132.8700224,6,1
630,961129794,43.0508657,-76.2016415,135.2887871,7,1
630,478569713,43.0459559,-76.1747551,139.0964757,9,1
630,734333482,43.0293146,-76.2023833,133.6456216,4,1
630,1723823712,43.0409757,-76.2029316,137.6927816,4,1
630,462507934,43.0785245,-76.1551488,133.0925907,9,1
630,46980682,43.0330434,-76.1293857,132.178553,5,1
630,618188925,43.0518667,-76.1969675,137.1288393,7,1
630,1713451707,43.0460086,-76.1674825,139.1298402,9,1
630,1705551013,43.0517045,-76.1328544,114.709075,5,1
630,656379405,43.0541149,-76.1894595,136.4714491,9,1
630,192123070,43.0442009,-76.1631116,137.505403,5,1
630,868792410,43.0576394,-76.1360981,129.0588537,5,1
630,861182259,43.0785915,-76.1832644,130.6534425,9,1
630,1847469172,43.0446791,-76.1085229,128.3544208,0,1
630,267036643,43.0409994,-76.1064389,131.8039422,0,1
630,1959396029,43.0206503,-76.1233801,130.0655759,3,1
630,847121437,43.0178004,-76.2357137,129.0588537,4,1
630,1075567160,43.0291791,-76.13183,135.0251128,5,1
630,426032967,43.0330653,-76.1314129,132.0357438,5,1
630,1227842402,43.0800992,-76.1368728,121.4295194,8,1
630,1033223394,43.0367156,-76.0929535,135.2887871,0,1
630,995577767,43.0401425,-76.1095149,133.5607429,0,1
640,267036643,43.0409994,-76.1086478,132.4780796,0,1
640,192123070,43.0458212,-76.1631116,137.505403,5,1
640,656379405,43.0541148,-76.1916689,137.2833332,9,1
640,46980682,43.0314231,-76.1293857,133.7551437,5,1
640,478569713,43.0459558,-76.1769642,139.1298402,9,1
640,2141225804,43.0320246,-76.0386703,132.4780796,6,1
640,734333482,43.0276943,-76.2023833,133.5607429,4,1
640,1688907899,43.0824313,-76.1722903,126.7050529,9,1
640,1227842402,43.0800992,-76.1346625,120.1596198,8,1
640,1187793717,43.0359071,-76.0782723,134.3776325,6,1
640,1847469172,43.0430589,-76.1085229,130.0989404,0,1
640,1742296093,43.0370289,-76.1288609,127.6097133,5,1
640,847121437,43.0161801,-76.2357137,130.5035611,4,1
640,1033223394,43.0367156,-76.0951623,135.0782763,0,1
640,618188925,43.0518667,-76.1991769,136.0562626,7,1
640,1959396029,43.0206503,-76.1211719,128.0979394,3,1
640,1723823712,43.0393554,-76.2029316,136.9331095,4,1
640,995577767,43.0385222,-76.1095149,134.8566011,0,1
640,861182259,43.0769712,-76.1832644,129.0588537,9,1
640,1713451707,43.0460086,-76.1696916,139.0964757,9,1
640,1878533585,43.0628291,-76.1340954,127.8890558,8,1
640,1075567160,43.0275589,-76.13183,136.327634,5,1
640,1705551013,43.0517045,-76.130866,116.1467816,5,1
640,1079090470,43.0381633,-76.1128744,135.7575535,5,1
640,462507934,43.0785245,-76.1529385,133.9052856,8,1
640,868792410,43.0560192,-76.1360981,126.7050529,5,1
640,1370346802,43.0379209,-76.1608477,137.4106933,5,1
640,426032967,43.0330653,-76.1336215,131.9300131,5,1
640,471342641,43.0407374,-76.034117,134.3054504,6,1
640,961129794,43.0492454,-76.2016415,136.0703174,7,1
650,478569713,43.0464419,-76.1782897,138.7466116,9,1
650,1723823712,43.0377351,-76.2029316,136.1891753,4,1
650,462507934,43.0785245,-76.1507282,132.3758922,8,1
650,995577767,43.0369019,-76.1095149,136.0703174,0,1
650,426032967,43.0330653,-76.1358302,132.0357438,5,1
650,861182259,43.075351,-76.1832644,127.4337368,9,1
650,1713451707,43.0460086,-76.1719007,139.1298402,9,1
650,192123070,43.0464693,-76.1642161,138.0957673,5,1
650,868792410,43.0543989,-76.1360981,123.8301402,5,1
650,1742296093,43.0354087,-76.1288609,129.7042679,5,1
650,618188925,43.0518667,-76.2013862,134.9181306,7,1
650,1187793717,43.0359071,-76.080481,135.7359528,6,1
650,847121437,43.0145599,-76.2357137,131.9300131,4,1
650,2141225804,43.0320246,-76.0408789,130.9273004,6,1
650,656379405,43.0541148,-76.1938783,138.0716956,7,1
650,1959396029,43.0206503,-76.1189637,125.8872307,3,1
650,1705551013,43.0500843,-76.130866,110.1650115,5,1
650,1878533585,43.0612089,-76.1340954,130.0655759,8,1
650,1370346802,43.0379209,-76.1630566,138.4223216,5,1
650,1227842402,43.0800992,-76.1324521,120.1596198,8,1
650,1688907899,43.0824313,-76.1700798,126.7050529,9,1
650,1079090470,43.0381633,-76.1106656,135.7575535,0,1
650,46980682,43.0298029,-76.1293857,135.168912,5,1
650,1033223394,43.0367156,-76.0973711,135.0098833,0,1
650,471342641,43.0407374,-76.0363259,132.7708748,6,1
650,734333482,43.026074,-76.2023833,133.6456216,4,1
650,1075567160,43.0259386,-76.13183,137.505403,5,1
650,961129794,43.0476252,-76.2016415,136.8738126,7,1
650,267036643,43.0401892,-76.1095314,133.5607429,0,1
650,1847469172,43.0414386,-76.1085229,131.7159423,0,1
660,656379405,43.0541148,-76.1960878,136.99868,7,1
660,1227842402,43.0800992,-76.1302418,120.1596198,8,1
660,1688907899,43.0824313,-76.1678694,126.7050529,9,1
660,1713451707,43.0460085,-76.1741099,139.0964757,9,1
660,861182259,43.0737307,-76.1832644,125.8872307,9,1
660,1075567160,43.0243183,-76.13183,137.1288393,3,1
660,995577767,43.0352817,-76.1095149,137.1934345,0,1
660,2141225804,43.0320246,-76.0430875,129.2380702,6,1
660,847121437,43.0129396,-76.2357137,133.276654,4,1
660,618188925,43.0512186,-76.2024909,134.3215255,7,1
660,1370346802,43.0390551,-76.1634983,138.2392713,5,1
660,426032967,43.0330653,-76.1380389,131.9300131,5,1
660,1742296093,43.0337884,-76.1288609,131.5381389,5,1
660,868792410,43.0527787,-76.1360981,120.1596198,5,1
660,478569713,43.0480622,-76.1782897,137.6927816,9,1
660,1959396029,43.0206503,-76.1167554,123.4101134,3,1
660,46980682,43.0281826,-76.1293857,136.4441779,5,1
660,1705551013,43.048464,-76.130866,105.6781752,5,1
660,961129794,43.0460049,-76.2016415,137.6927816,7,1
660,1847469172,43.0398184,-76.1085229,133.2068409,0,1
660,1033223394,43.0367156,-76.0995799,135.0782763,0,1
660,734333482,43.0244538,-76.2023833,133.5607429,4,1
660,1878533585,43.0595886,-76.1340954,131.0621005,5,1
660,192123070,43.0464693,-76.1664253,138.6777972,9,1
660,267036643,43.038569,-76.1095314,134.8566011,0,1
660,1723823712,43.0361149,-76.2029316,135.4959507,4,1
660,1187793717,43.035907,-76.0826898,136.9724914,6,1
660,1079090470,43.0368671,-76.1104447,136.0703174,0,1
660,471342641,43.0407374,-76.0385349,131.0311164,6,1
660,462507934,43.0785245,-76.1485179,130.6534425,8,1
670,46980682,43.0265624,-76.1293857,136.6942851,3,1
670,656379405,43.0537908,-76.1976344,136.4305208,7,1
670,267036643,43.0369487,-76.1095314,136.0703174,0,1
670,847121437,43.0121295,-76.2348305,134.2166813,4,1
670,478569713,43.0496824,-76.1782897,136.5393785,9,1
670,1075567160,43.0226981,-76.13183,136.6406132,3,1
670,192123070,43.0464693,-76.1686344,138.5912649,9,1
670,1713451707,43.0460085,-76.176319,139.1298402,9,1
670,961129794,43.0447087,-76.2018624,138.0957673,7,1
670,336161290,43.0775946,-76.1742433,125.2745506,9,1
670,426032967,43.0330653,-76.1402475,132.0357438,5,1
670,1220282156,43.0367965,-76.1314431,126.8910801,5,1
670,462507934,43.0785245,-76.1463076,128.6928511,8,1
670,734333482,43.0228335,-76.2023833,133.276654,1,1
670,2141225804,43.0320246,-76.0452962,127.4337368,6,1
670,618188925,43.0495983,-76.2024909,135.1463121,7,1
670,1878533585,43.0579684,-76.1340954,129.0588537,5,1
670,868792410,43.0511584,-76.1360981,115.1012173,5,1
670,1847469172,43.0381981,-76.1085229,134.5760652,0,1
670,1187793717,43.035907,-76.0848986,137.3980132,0,1
670,861182259,43.0721105,-76.1832644,124.5808366,9,1
670,995577767,43.0336614,-76.1095149,136.3138541,3,1
670,1227842402,43.0800992,-76.1280314,120.1596198,8,1
670,1892930772,43.0524023,-76.2441824,136.327634,7,1
670,1723823712,43.0344946,-76.2029316,134.8566011,4,1
670,1688907899,43.0824313,-76.1656589,127.1999678,9,1
670,1033223394,43.0367156,-76.1017887,135.0098833,0,1
670,1742296093,43.0321681,-76.1288609,133.163017,5,1
670,1079090470,43.0352468,-76.1104447,137.1934345,0,1
670,1705551013,43.0468438,-76.130866,110.1650115,5,1
670,471342641,43.0407374,-76.0407438,129.0227127,6,1
670,1959396029,43.0206503,-76.1145472,120.8326745,3,1
670,1370346802,43.0406753,-76.1634983,137.9263235,5,1
680,1227842402,43.0800992,-76.1258211,121.4295194,8,1
680,1959396029,43.0206502,-76.112339,118.5653608,3,1
680,656379405,43.0521705,-76.1976344,136.8738126,7,1
680,861182259,43.0704902,-76.1832644,123.8301402,9,1
680,868792410,43.0495382,-76.1360981,107.1158817,5,1
680,1705551013,43.0452235,-76.130866,105.6781752,5,1
680,995577767,43.0320412,-76.1095149,135.0098833,3,1
680,618188925,43.0479781,-76.2024909,136.0069509,7,1
680,478569713,43.0498445,-76.1800571,136.6674768,9,1
680,1742296093,43.0305479,-76.1288609,134.6153916,5,1
680,1688907899,43.0824313,-76.1634485,128.0979394,9,1
680,462507934,43.0785245,-76.1440973,126.4430117,8,1
680,1878533585,43.0563481,-76.1340954,126.7050529,5,1
680,1220282156,43.0351763,-76.1314431,129.1905197,5,1
680,734333482,43.0212132,-76.2023833,131.9300131,1,1
680,336161290,43.0775946,-76.172033,125.5766359,9,1
680,1033223394,43.0367156,-76.1039975,135.0782763,0,1
680,1187793717,43.035907,-76.0871073,136.8738126,0,1
680,1847469172,43.0365779,-76.1085229,135.8364512,0,1
680,961129794,43.0438986,-76.202746,138.1617363,7,1
680,1075567160,43.0210778,-76.13183,136.2378034,3,1
680,1892930772,43.0524023,-76.241973,135.168912,7,1
680,847121437,43.0121295,-76.2326226,133.620216,4,1
680,46980682,43.0249421,-76.1293857,136.0562626,3,1
680,267036643,43.0353285,-76.1095314,137.1934345,0,1
680,192123070,43.0464693,-76.1708436,138.5912649,9,1
680,1723823712,43.0328744,-76.2029316,134.3215255,4,1
680,426032967,43.0330653,-76.1424562,132.3758922,5,1
680,1370346802,43.0422956,-76.1634983,137.6927816,5,1
680,2141225804,43.0320246,-76.0475048,125.5766359,6,1
680,1713451707,43.0460085,-76.1785281,139.2459477,9,1
680,471342641,43.0407374,-76.0429527,126.6472753,6,1
680,1079090470,43.0336266,-76.1104447,136.3138541,3,1
690,1227842402,43.0800992,-76.1236107,123.4101134,8,1
690,618188925,43.047492,-76.2035955,136.0069509,7,1
690,1033223394,43.0367156,-76.1062063,135.2887871,0,1
690,1079090470,43.0320063,-76.1104447,135.0098833,3,1
690,961129794,43.0422783,-76.202746,138.4574556,4,1
690,471342641,43.0407374,-76.0451617,123.7399749,6,1
690,1370346802,43.0439158,-76.1634983,137.5430949,5,1
690,1847469172,43.0349576,-76.1085229,136.99868,0,1
690,1878533585,43.0547279,-76.1340954,123.8301402,5,1
690,478569713,43.0498445,-76.1822664,136.99868,9,1
690,2141225804,43.0320246,-76.0497134,123.8301402,6,1
690,734333482,43.019593,-76.2023833,130.5035611,1,1
690,1713451707,43.0473047,-76.178749,138.2273728,9,1
690,267036643,43.0337082,-76.1095314,136.3138541,3,1
690,868792410,43.0479179,-76.1360981,96.64727528,5,1
690,995577767,43.0304209,-76.1095149,133.5607429,3,1
690,1187793717,43.035907,-76.0893161,136.4305208,0,1
690,861182259,43.06887,-76.1832644,123.8301402,9,1
690,46980682,43.0233218,-76.1293857,135.4739115,3,1
690,336161290,43.0775946,-76.1698228,125.2745506,9,1
690,656379405,43.0505503,-76.1976344,137.3980132,7,1
690,192123070,43.0464693,-76.1730527,138.5912649,9,1
690,1688907899,43.0824313,-76.1612381,129.2380702,9,1
690,1220282156,43.033556,-76.1314431,131.1546133,5,1
690,847121437,43.0121295,-76.2304147,133.163017,4,1
690,1959396029,43.0206502,-76.1101308,117.6163754,3,1
690,1075567160,43.0194576,-76.13183,135.9290821,3,1
690,1705551013,43.0436033,-76.130866,110.1650115,5,1
690,1723823712,43.0312541,-76.2029316,133.9052856,4,1
690,426032967,43.0330653,-76.1446649,132.8879684,5,1
690,1742296093,43.0289276,-76.1288609,135.9290821,5,1
690,462507934,43.0785245,-76.141887,123.8301402,8,1
690,1892930772,43.0524023,-76.2397636,133.9301418,7,1
694,1959396029,43.0206502,-76.1092475,117.6163754,3,-1
700,1688907899,43.0824313,-76.1590276,130.5035611,9,1
700,961129794,43.0406581,-76.202746,137.6927816,4,1
700,618188925,43.0458717,-76.2035955,136.9331095,7,1
700,1713451707,43.0482769,-76.1794118,137.7977787,9,1
700,1723823712,43.0296338,-76.2029316,133.6456216,4,1
700,1709759386,43.0756472,-76.1713901,122.507239,9,1
700,1892930772,43.0524023,-76.2375543,132.616147,7,1
700,1370346802,43.0455361,-76.1634983,137.4991104,5,1
700,46980682,43.0217016,-76.1293857,134.9870056,3,1
700,861182259,43.0672497,-76.1832644,123.8301402,9,1
700,1227842402,43.0800992,-76.1214004,125.5766359,8,1
700,1847469172,43.0333373,-76.1085229,136.327634,3,1
700,868792410,43.0462977,-76.1360981,107.1158817,5,1
700,1742296093,43.0273074,-76.1288609,136.5596885,3,1
700,1705551013,43.041983,-76.130866,116.1467816,5,1
700,192123070,43.0464693,-76.1752619,138.5912649,9,1
700,1075567160,43.0178373,-76.13183,135.7359528,3,1
700,336161290,43.0775946,-76.1676125,125.5766359,9,1
700,471342641,43.0407374,-76.0473706,119.9918128,6,1
700,734333482,43.0179727,-76.2023833,129.0588537,1,1
700,1079090470,43.030386,-76.1104447,133.5607429,3,1
700,267036643,43.0320879,-76.1095314,135.0098833,3,1
700,1187793717,43.035907,-76.0915249,136.0703174,0,1
700,1878533585,43.0531076,-76.1340954,120.1596198,5,1
700,192136839,43.0370454,-76.1316038,126.7050529,5,1
700,2141225804,43.0320246,-76.051922,122.507239,6,1
700,847121437,43.0121295,-76.2282068,132.8700224,4,1
700,656379405,43.04893,-76.1976344,137.9688915,7,1
700,995577767,43.0288007,-76.1095149,131.9300131,3,1
700,478569713,43.0498445,-76.1844756,137.4106933,9,1
700,1033223394,43.0367156,-76.1084151,135.6274087,0,1
700,426032967,43.0330653,-76.1468735,133.5607429,5,1
700,462507934,43.0785245,-76.1396767,120.8326745,8,1
700,1220282156,43.0319358,-76.1314431,132.8700224,5,1
710,2141225804,43.0320246,-76.0541307,122.0002165,6,1
710,1723823712,43.0280136,-76.2029316,133.5607429,4,1
710,1370346802,43.0461842,-76.1646029,138.059643,5,1
710,1220282156,43.0303155,-76.1314431,134.3776325,5,1
710,868792410,43.0446774,-76.1360981,96.64727528,5,1
710,1742296093,43.0256871,-76.1288609,135.8364512,3,1
710,1892930772,43.0524023,-76.2353449,131.2261163,7,1
710,734333482,43.0163525,-76.2023833,127.6633852,1,1
710,426032967,43.0330653,-76.1490822,134.3215255,5,1
710,1705551013,43.0403627,-76.130866,120.673368,5,1
710,1709759386,43.0756472,-76.1691799,122.0002165,9,1
710,192136839,43.0354251,-76.1316038,129.0588537,5,1
710,961129794,43.0390378,-76.202746,136.9331095,4,1
710,192123070,43.0464693,-76.177471,138.6777972,9,1
710,995577767,43.0271804,-76.1095149,130.0655759,3,1
710,1878533585,43.0514874,-76.1340954,115.1012173,5,1
710,46980682,43.0200813,-76.1293857,134.6153916,3,1
710,1847469172,43.0317171,-76.1085229,135.0251128,3,1
710,656379405,43.0476338,-76.1978553,138.5854755,7,1
710,1713451707,43.0482769,-76.181621,138.0716956,9,1
710,618188925,43.0442515,-76.2035955,137.8346354,7,1
710,1075567160,43.016217,-76.13183,135.6781752,3,1
710,1187793717,43.035907,-76.0937336,135.8221416,0,1
710,861182259,43.0656295,-76.1832644,123.8301402,9,1
710,336161290,43.0775946,-76.1654022,126.4430117,9,1
710,478569713,43.0498444,-76.1866849,137.8897257,9,1
710,1079090470,43.0287658,-76.1104447,131.9300131,3,1
710,1227842402,43.0800991,-76.11919,127.6633852,8,1
710,462507934,43.0785245,-76.1374664,117.6163754,8,1
710,1688907899,43.0824313,-76.1568172,131.8039422,9,1
710,1033223394,43.0367156,-76.1106239,136.0703174,0,1
710,847121437,43.0121295,-76.2259989,132.7708748,4,1
710,471342641,43.0407374,-76.0495795,114.709075,6,1
710,267036643,43.0304677,-76.1095314,133.5607429,3,1
720,471342641,43.0407374,-76.0517885,105.6781752,6,1
720,734333482,43.0147322,-76.2023833,126.4430117,1,1
720,618188925,43.0426312,-76.2035955,138.0957673,4,1
720,868792410,43.0430572,-76.1360981,107.1158817,5,1
720,961129794,43.0374176,-76.202746,136.1891753,4,1
720,426032967,43.0330653,-76.1512909,135.1463121,5,1
720,1187793717,43.035907,-76.0959424,135.6926436,0,1
720,192123070,43.0469553,-76.1787965,138.7466116,9,1
720,861182259,43.0640092,-76.1832644,124.5808366,9,1
720,478569713,43.0509786,-76.1871268,137.6803732,9,1
720,1705551013,43.0387425,-76.130866,124.1321172,5,1
720,1742296093,43.0240668,-76.1288609,135.168912,3,1
720,1709759386,43.0756472,-76.1669698,122.507239,9,1
720,1033223394,43.0367156,-76.1128327,136.6002137,0,1
720,1370346802,43.0461842,-76.166812,139.1020424,5,1
720,1847469172,43.0300968,-76.1085229,133.577763,3,1
720,462507934,43.0785245,-76.1352561,115.1012173,8,1
720,192136839,43.0338048,-76.1316038,131.0621005,5,1
720,1220282156,43.0286952,-76.1314431,135.7359528,5,1
720,267036643,43.0288474,-76.1095314,131.9300131,3,1
720,1723823712,43.0263933,-76.2029316,133.6456216,4,1
720,1892930772,43.0524023,-76.2331356,129.7841646,7,1
720,1079090470,43.0271455,-76.1104447,130.0655759,3,1
720,1075567160,43.0145968,-76.13183,134.3776325,2,1
720,46980682,43.0184611,-76.1293857,134.3776325,3,1
720,995577767,43.0255601,-76.1095149,127.8890558,3,1
720,336161290,43.0775946,-76.163192,127.6633852,9,1
720,1688907899,43.0824313,-76.1546068,133.0925907,9,1
720,1878533585,43.0498671,-76.1340954,107.1158817,5,1
720,2141225804,43.0320246,-76.0563393,122.507239,6,1
720,847121437,43.0121295,-76.223791,132.8700224,4,1
720,1713451707,43.0482769,-76.1838302,138.4223216,9,1
720,1227842402,43.0800991,-76.1169797,129.5777175,8,1
720,656379405,43.0476338,-76.2000645,137.7361182,7,1
730,1742296093,43.0224466,-76.1288609,134.5760652,3,1
730,1705551013,43.0371222,-76.130866,126.8910801,5,1
730,192136839,43.0321846,-76.1316038,132.7889578,5,1
730,847121437,43.0121295,-76.221583,132.7708748,4,1
730,471342641,43.0407374,-76.0539974,#NAME?,6,1
730,995577767,43.0239399,-76.1095149,125.2745506,3,1
730,961129794,43.0357973,-76.202746,135.4959507,4,1
730,426032967,43.0330653,-76.1534995,136.0069509,5,1
730,336161290,43.0775946,-76.1609817,129.0588537,9,1
730,1187793717,43.035907,-76.0981511,135.6926436,0,1
730,46980682,43.0168408,-76.1293857,134.3054504,3,1
730,734333482,43.0131119,-76.2023833,125.5766359,1,1
730,267036643,43.0272272,-76.1095314,130.0655759,3,1
730,2086165516,43.0375786,-76.1292762,126.4430117,5,1
730,1723823712,43.0247731,-76.2029316,133.5607429,4,1
730,1688907899,43.0824313,-76.1523963,133.9052856,8,1
730,478569713,43.0514647,-76.1884524,137.505403,9,1
730,1425384665,43.0490677,-76.2330231,132.616147,7,1
730,1892930772,43.0524023,-76.2309262,128.3544208,7,1
730,1709759386,43.0756472,-76.1647596,123.8301402,9,1
730,192123070,43.0472794,-76.1803429,138.3281652,9,1
730,1079090470,43.0255253,-76.1104447,127.8890558,3,1
730,656379405,43.0476338,-76.2022737,136.8738126,7,1
730,2141225804,43.0320246,-76.0585479,122.0002165,6,1
730,1878533585,43.0482469,-76.1340954,96.64727528,5,1
730,1220282156,43.027075,-76.1314431,136.9724914,5,1
730,861182259,43.062389,-76.1832644,125.8872307,9,1
730,1075567160,43.0129765,-76.13183,132.8700224,2,1
730,1033223394,43.0367156,-76.1150415,135.4959507,5,1
730,868792410,43.0414369,-76.1360981,115.1012173,5,1
730,1370346802,43.0461842,-76.1690212,139.1020424,9,1
730,1227842402,43.0800991,-76.1147693,131.3174759,8,1
730,1847469172,43.0284766,-76.1085229,131.9493007,3,1
730,1713451707,43.0482769,-76.1860394,138.8378024,9,1
730,462507934,43.0785245,-76.1330458,115.1012173,8,1
730,618188925,43.041011,-76.2035955,137.2833332,4,1
740,1847469172,43.0268563,-76.1085229,130.0989404,3,1
740,656379405,43.0461756,-76.2022737,136.8738126,7,1
740,734333482,43.0114917,-76.2023833,125.2745506,1,1
740,2086165516,43.0359583,-76.1292762,128.6928511,5,1
740,1370346802,43.0461842,-76.1712303,139.1020424,9,1
740,478569713,43.0514647,-76.1906617,138.1617363,9,1
740,1742296093,43.0208263,-76.1288609,134.0946495,3,1
740,868792410,43.0398166,-76.1360981,120.1596198,5,1
740,46980682,43.0152205,-76.1293857,134.3054504,2,1
740,1709759386,43.0756472,-76.1625494,125.5766359,9,1
740,471342641,43.0407374,-76.0562064,105.6781752,6,1
740,1878533585,43.0466266,-76.1340954,107.1158817,5,1
740,847121437,43.0121295,-76.2193751,132.8700224,4,1
740,961129794,43.0341771,-76.202746,134.8566011,4,1
740,1425384665,43.0490677,-76.2308139,131.7159423,7,1
740,1220282156,43.0254547,-76.1314431,136.887013,3,1
740,462507934,43.0785245,-76.1308355,115.1012173,8,1
740,267036643,43.0256069,-76.1095314,127.8890558,3,1
740,1723823712,43.0231528,-76.2029316,133.276654,1,1
740,1079090470,43.023905,-76.1104447,125.2745506,3,1
740,1187793717,43.035907,-76.1003599,135.6926436,0,1
740,336161290,43.0775946,-76.1587714,130.5035611,9,1
740,1033223394,43.0367156,-76.1172503,134.3215255,5,1
740,192123070,43.0472794,-76.1825521,138.5854755,9,1
740,861182259,43.0607687,-76.1832644,127.4337368,9,1
740,618188925,43.0393907,-76.2035955,136.4714491,4,1
740,1705551013,43.035502,-76.130866,129.1905197,5,1
740,1688907899,43.0824313,-76.1501859,132.3758922,8,1
740,192136839,43.0305643,-76.1316038,134.3215255,5,1
740,995577767,43.0223196,-76.1095149,122.0002165,3,1
740,1892930772,43.0524023,-76.2287169,127.0183296,7,1
740,426032967,43.0330653,-76.1557082,136.8738126,5,1
740,1075567160,43.0113562,-76.13183,131.1546133,2,1
740,1713451707,43.0486009,-76.1875859,139.0630256,9,1
740,2141225804,43.0320246,-76.0607566,122.507239,6,1
740,1227842402,43.0800991,-76.112559,132.8879684,8,1
750,462507934,43.0785245,-76.1286252,115.1012173,8,1
750,478569713,43.0514647,-76.192871,138.8378024,9,1
750,1425384665,43.0490677,-76.2286047,130.9585321,7,1
750,1220282156,43.0238345,-76.1314431,136.327634,3,1
750,847121437,43.0121294,-76.2171672,133.163017,4,1
750,1713451707,43.0502212,-76.1875859,138.1497667,9,1
750,618188925,43.0377705,-76.2035955,135.6781752,4,1
750,1709759386,43.0756472,-76.1603392,127.4337368,9,1
750,1742296093,43.0201782,-76.1277568,133.163017,3,1
750,1705551013,43.0338817,-76.130866,131.1546133,5,1
750,995577767,43.0206994,-76.1095149,117.6163754,3,1
750,861182259,43.0591485,-76.1832644,129.0588537,9,1
750,868792410,43.0381964,-76.1360981,123.8301402,5,1
750,1370346802,43.0461842,-76.1734394,139.1020424,9,1
750,1892930772,43.0524023,-76.2265075,125.9484709,7,1
750,46980682,43.0136003,-76.1293857,132.7708748,2,1
750,192136839,43.0289441,-76.1316038,135.6926436,5,1
750,267036643,43.0239866,-76.1095314,125.2745506,3,1
750,426032967,43.0330653,-76.1579168,137.7361182,5,1
750,1688907899,43.0824313,-76.1479755,130.6534425,8,1
750,2141225804,43.0320246,-76.0629652,123.8301402,6,1
750,2086165516,43.034338,-76.1292762,130.6534425,5,1
750,1079090470,43.0222847,-76.1104447,122.0002165,3,1
750,471342641,43.0407374,-76.0584153,#NAME?,6,1
750,1723823712,43.0215325,-76.2029316,131.9300131,1,1
750,1033223394,43.0367156,-76.1194591,133.0925907,5,1
750,1187793717,43.035907,-76.1025687,135.6926436,0,1
750,656379405,43.0445553,-76.2022737,137.7361182,7,1
750,961129794,43.0325568,-76.202746,134.3215255,4,1
750,734333482,43.0105195,-76.201721,124.1321172,1,1
750,1847469172,43.025236,-76.1085229,127.9415915,3,1
750,336161290,43.0775946,-76.1565612,131.9300131,9,1
750,192123070,43.0482515,-76.1832149,138.2392713,9,1
750,1227842402,43.0800991,-76.1103486,134.3215255,8,1
750,1075567160,43.009736,-76.13183,129.1905197,2,1
750,1878533585,43.0450064,-76.1340954,96.64727528,5,1
754,1079090470,43.0219607,-76.110003,119.9918128,3,-1
760,336161290,43.0775946,-76.1543509,133.276654,9,1
760,192123070,43.0498718,-76.1832149,137.1934345,9,1
760,478569713,43.0514647,-76.1950803,138.1377862,7,1
760,961129794,43.0309365,-76.202746,133.9052856,4,1
760,618188925,43.0361502,-76.2035955,134.9181306,4,1
760,1688907899,43.0824313,-76.145765,128.6928511,8,1
760,1878533585,43.0433861,-76.1340954,107.1158817,5,1
760,1227842402,43.0800991,-76.1083593,135.6274087,8,1
760,2141225804,43.0320246,-76.0651738,125.5766359,6,1
760,462507934,43.0785245,-76.1264149,117.6163754,8,1
760,1742296093,43.0201782,-76.1255486,131.5381389,3,1
760,1220282156,43.0222142,-76.1314431,135.8364512,3,1
760,734333482,43.0105195,-76.1995131,120.673368,1,1
760,1723823712,43.0199123,-76.2029316,130.5035611,1,1
760,1892930772,43.0524023,-76.2242981,125.3387321,7,1
760,1370346802,43.0461842,-76.1756486,139.1020424,9,1
760,46980682,43.01198,-76.1293857,131.0311164,2,1
760,656379405,43.0440693,-76.2033782,137.8346354,7,1
760,1187793717,43.035907,-76.1047774,135.8221416,0,1
760,192136839,43.0273238,-76.1316038,136.9331095,5,1
760,868792410,43.0365761,-76.1360981,126.7050529,5,1
760,1243467414,43.0372011,-76.1322892,125.3387321,5,1
760,1847469172,43.0236158,-76.1085229,125.3387321,3,1
760,995577767,43.0192411,-76.1097357,110.9609129,3,-1
760,1425384665,43.0490677,-76.2263954,130.3954374,7,1
760,1607433238,43.0416776,-76.0423786,126.7050529,6,1
760,1075567160,43.0081157,-76.13183,126.8910801,2,1
760,1709759386,43.0756472,-76.158129,129.2380702,9,1
760,861182259,43.0575282,-76.1832644,130.6534425,9,1
760,1033223394,43.0367156,-76.1216679,131.8039422,5,1
760,1705551013,43.0322615,-76.130866,132.8700224,5,1
760,267036643,43.0223664,-76.1095314,122.0002165,3,1
760,2086165516,43.0327178,-76.1292762,132.3758922,5,1
760,1713451707,43.0515174,-76.1878068,137.1934345,9,1
760,471342641,43.0407374,-76.0606242,105.6781752,6,1
760,426032967,43.0330653,-76.1601255,138.5854755,5,1
760,847121437,43.0121294,-76.2149593,133.620216,4,1
765,267036643,43.0220423,-76.1097522,122.0002165,3,-1
770,847121437,43.0121294,-76.2127514,134.2166813,4,1
770,471342641,43.0407374,-76.0628332,114.709075,6,1
770,426032967,43.0345235,-76.1601255,137.9688915,5,1
770,1370346802,43.0461842,-76.1778577,139.1797273,9,1
770,336161290,43.0775946,-76.1521407,132.9951287,8,1
770,734333482,43.0105195,-76.1973053,116.1467816,1,1
770,1607433238,43.0416776,-76.0445875,123.8301402,6,1
770,462507934,43.0785245,-76.1242046,120.8326745,8,1
770,2086165516,43.0310975,-76.1292762,133.9052856,5,1
770,1033223394,43.0367156,-76.1238767,130.5035611,5,1
770,1187793717,43.035907,-76.1069862,136.0703174,0,1
770,656379405,43.042449,-76.2033782,138.0957673,4,1
770,961129794,43.0293163,-76.202746,133.6456216,4,1
770,192123070,43.051168,-76.1834358,136.0703174,9,1
